Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Nut Brown Ale,Brown Ale - English,Arcadia Brewing Company,16,42,73,26,0,19,52,7,131,3.415323,3.576613,3.451613,3.572581,124
Heritage Coffee Brown Ale,Brown Ale - English,Alaskan Brewing Co.,13,111,49,11,0,6,31,1,167,4.333333,4,4.166667,4,3
Traditional Ale,Brown Ale - English,Big Rock Brewery,5,22,65,11,0,7,26,3,96,3.240964,3.46988,3.385542,3.554217,83
Ring Neck Braun Ale,Brown Ale - English,Brau Brothers Brewing Co. LLC,9,28,98,17,0,27,25,5,133,3.9,3.785714,3.971429,3.942857,70
Bone Shaker Brown,Brown Ale - English,Moat Mountain Smoke House & Brewing Co.,2,37,47,4,1,6,43,10,114,3.961538,4.115385,4.269231,4.269231,13
Brewer's Brown Ale,Brown Ale - English,Shipyard Brewing Co.,10,50,79,20,1,33,45,9,127,3.56087,3.686957,3.656522,3.691304,115
Geary's Autumn Ale,Brown Ale - English,D.L. Geary Brewing Company,10,57,93,13,0,13,57,16,145,3.70082,3.811475,3.790984,3.831967,122
Pub Brown Ale,Brown Ale - English,Sprecher Brewing Company,13,27,78,9,3,15,36,3,164,3.551402,3.668224,3.635514,3.883178,107
Third Stone Brown,Brown Ale - English,Empyrean Brewing Company,9,29,68,19,0,18,33,7,133,3.560345,3.672414,3.637931,3.689655,58
Anchor Steam Beer,California Common / Steam Beer,Anchor Brewing Company,13,41,60,42,3,41,58,11,77,3.636701,3.921804,3.888413,4.059646,1752
Dorothy's New World Lager,California Common / Steam Beer,Toppling Goliath Brewing Company,5,43,46,58,13,45,75,7,126,3.5,4,4,4.333333,3
Oscura,California Common / Steam Beer,Furthermore Beer,12,133,49,18,2,11,26,7,173,3.850746,3.720149,3.914179,3.869403,134
Dampf Loc,California Common / Steam Beer,Local Option,28,44,77,50,6,46,73,16,148,3.5,4.166667,3.666667,3.833333,3
Steam Engine Lager,California Common / Steam Beer,Steamworks Brewing Co.,7,47,46,13,1,14,68,2,92,3.25,3.451087,3.358696,3.472826,92
Village Reserve,California Common / Steam Beer,Short's Brewing Company,18,78,28,51,5,63,118,4,61,3.8,4.1,4,4,5
Hop Common,California Common / Steam Beer,Peekskill Brewery,4,55,12,33,0,34,77,2,39,3.666667,3.888889,4.055556,3.888889,9
The Citizen,California Common / Steam Beer,Cismontane Brewing Company,7,45,52,49,2,53,76,8,79,3.5,3.75,3.5,3.75,2
Skjálfti,California Common / Steam Beer,Ölvisholt Brugghús,3,71,47,41,2,45,96,6,97,3.7,3.8125,3.6875,3.8375,40
Mountain Goat Steam Ale,California Common / Steam Beer,Mountain Goat Beer Pty Ltd,8,32,41,54,0,53,43,8,42,3.357143,3.452381,3.380952,3.619048,21
Rio Grande Outlaw LagerSierra Blanca Brewing Company (Rio Grande),California Common / Steam Beer,Sierra Blanca Brewing Company (Rio Grande),9,37,42,11,1,9,42,5,76,3.346154,3.230769,2.923077,3.115385,13
Steamy Windows,California Common / Steam Beer,Liberty Street Brewing Company,8,28,26,28,0,24,43,4,35,4.166667,4,4.333333,4.333333,3
Boston Common,California Common / Steam Beer,Beer Works,8,28,27,22,0,19,40,4,35,3.458333,3.666667,3.625,3.75,12
Mosquito Beach,California Common / Steam Beer,Lake Louie Brewery Company,4,33,41,14,3,22,54,3,75,3.666667,3.916667,3.916667,4.083333,12
Red Bird Ale,California Common / Steam Beer,Portsmouth Brewing Co. / Mault's Brewpub,5,21,27,13,0,7,26,3,30,3.333333,3.5,3.083333,3.25,6
Steamhead,California Common / Steam Beer,Aviator Brewing Company,6,24,26,15,1,9,34,1,43,3.6,3.4,3.5,3.7,5
The 1888,California Common / Steam Beer,Anaheim Brewery,1,11,5,8,0,7,19,1,13,3.25,3.75,3.5,3.5,2
Urban People's Common Lager,California Common / Steam Beer,Linden Street Brewery,1,16,11,10,1,10,33,3,12,3.833333,4.166667,4,4.333333,3
Aftershock,California Common / Steam Beer,Palmetto Brewing Company,3,11,6,8,0,5,11,2,11,3.666667,3.833333,3.5,3.666667,3
Westy,California Common / Steam Beer,Sun King Brewing Company,2,11,5,5,0,6,12,1,8,3.75,4,4.125,4,4
Theobroma,Chile Beer,Dogfish Head Brewery,21,35,74,31,0,27,9,59,84,3.616114,3.651659,3.796998,3.695103,633
Chipotle Ale,Chile Beer,Rogue Ales,25,32,21,7,0,7,40,170,47,3.557549,3.732436,3.629297,3.421525,669
Ghost Face Killah,Chile Beer,Twisted Pine Brewing Company,26,26,10,6,0,2,11,96,20,3.635135,3.216216,3.297297,3.135135,37
The 5 Vulture,Chile Beer,5 Rabbit Cerveceria,24,26,66,8,2,15,13,87,74,3.818182,3.818182,3.818182,3.727273,11
Billy's Chilies Beer (Timberline Series),Chile Beer,Twisted Pine Brewing Company,37,11,23,15,0,14,9,184,22,3.604651,3.325581,3.383721,3.209302,43
Fatali Four,Chile Beer,Upright Brewing Company,43,12,44,140,1,83,31,105,30,3.875,3.65625,4.1875,3.90625,16
Jalapeño Pepper Ale,Chile Beer,Bent River Brewing Company,24,9,7,4,0,3,11,90,24,3.214286,3.357143,3.142857,2.642857,7
Hot-Jala-Heim,Chile Beer,Horseheads Brewing Inc.,28,10,33,14,0,13,11,153,42,3.884615,3.602564,3.871795,3.666667,39
Rio Grande Pancho Verde Chile CervezaSierra Blanca Brewing Company (Rio Grande),Chile Beer,Sierra Blanca Brewing Company (Rio Grande),24,11,22,9,1,7,10,132,31,3.326923,3.038462,3.211538,3.019231,26
Patty's Chile Beer,Chile Beer,Wynkoop Brewing Company,24,9,16,5,1,5,9,136,30,3.611111,3.555556,3.472222,3.333333,18
Fire Escape,Chile Beer,Asheville Brewing Company,17,9,16,9,5,9,16,50,26,4.5,4,4.333333,4.333333,3
Fuego,Chile Beer,Twisted X Brewing Company,15,18,16,10,0,4,17,46,15,3.5,4,3.75,3.5,2
Spicy Bohemian,Chile Beer,Throwback Brewery,10,7,6,3,1,0,6,52,17,4,4,4,4,1
Chili Pepper Ale,Chile Beer,Six Rivers Brewery,32,13,12,25,0,20,4,169,30,3.205882,3.529412,2.882353,2.882353,17
Li'L Lucy's Hot Pepper Ale,Chile Beer,Weston Brewing Company & O'Malley's Pub,33,14,18,9,1,9,9,158,31,3.535714,3.142857,3.678571,3.107143,14
Chili Tripel,Chile Beer,Midtfyns Bryghus,33,7,57,28,0,34,12,87,41,3.571429,3.857143,3.5,3.357143,7
Green Chile Lager,Chile Beer,Tommyknocker Brewery,25,19,7,1,6,3,31,118,38,3,3,3.5,3.5,1
Hot Chocolate,Chile Beer,Valkyrie Brewing,16,29,59,2,0,2,10,88,95,3.294872,3.012821,3.025641,2.74359,39
Sigda's Green Chili,Chile Beer,Coopersmith's Pub & Brewing,10,2,8,4,1,4,6,76,7,3.6,3.3,3.3,2.9,15
Wildfire Lager,Chile Beer,Fitger's Brewhouse,12,7,3,4,0,3,1,42,7,3.875,3.75,3.375,3,4
Tri-Pepper PilsenerGreat Dane Pub & Brewing Company (Downtown),Chile Beer,Great Dane Pub & Brewing Company (Downtown),12,19,3,2,5,2,18,118,31,4.115385,4.076923,4.153846,4,13
El Lapino,Chile Beer,Microbrasserie du Lièvre,10,10,9,4,0,6,3,96,12,1.772727,1.636364,1.318182,1.136364,11
Ring Of Fire,Chile Beer,Dragonmead Microbrewery,9,15,16,4,0,5,10,50,11,3.4375,3.5625,3.75,3.0625,8
Green Chili Beer,Chile Beer,Flat Branch Pub & Brewery,10,4,4,4,0,3,3,63,7,3.166667,3.041667,2.916667,2.75,12
Chili Beer,Chile Beer,Calapooia Brewing Company,12,5,0,1,1,1,5,27,8,4.166667,3.666667,4.333333,4.166667,3
Spotted Cow,Cream Ale,New Glarus Brewing Company,7,9,27,29,0,27,21,7,37,3.379195,3.552013,3.57047,3.894295,596
Summer Solstice,Cream Ale,Anderson Valley Brewing Company,7,25,70,19,1,22,37,22,91,3.529167,3.670833,3.713889,3.770833,360
Genesee Cream Ale,Cream Ale,Genesee Brewing Co. / Dundee Brewing Co.,4,17,32,19,0,11,20,3,31,2.793578,3.082569,3.067661,3.350917,436
Wexford Irish Cream Ale,Cream Ale,Greene King / Morland Brewery,9,21,64,28,4,31,50,10,107,3.234328,3.991045,3.259701,3.528358,335
Sunlight Cream Ale,Cream Ale,Sun King Brewing Company,6,22,31,17,0,16,35,2,69,3.372727,3.718182,3.672727,3.809091,55
Golden Ale,Cream Ale,Terrapin Beer Company,7,35,39,33,11,30,51,0,64,3.183938,3.38342,3.34456,3.707254,193
Little Kings Cream Ale,Cream Ale,Hudepohl-Schoenling Brewing Co.,4,11,17,14,0,6,13,3,18,2.730496,2.960993,2.992908,3.170213,141
Carolina Blonde,Cream Ale,Foothills Brewing Company,6,32,15,17,0,13,41,2,50,3.5,4,3.5,3.5,2
Kiwanda Cream Ale,Cream Ale,Pelican Pub & Brewery,6,26,32,22,1,15,40,5,65,3.589744,3.820513,3.807692,4.064103,39
Derailed Black Cherry Cream Ale,Cream Ale,Erie Brewing Co.,9,5,71,88,3,103,25,5,58,3.385714,3.428571,3.214286,3.385714,35
Cream Ale,Cream Ale,Muskoka Brewery,6,51,38,31,1,34,70,4,72,3.5,3.75,3.5,3.75,2
Kentucky Vanilla Barrel Cream Ale,Cream Ale,Alltech’s Lexington Brewing and Distilling Co.,25,4,40,3,1,1,7,51,48,4,4,4,4,1
Sleeman Cream Ale (64*),Cream Ale,Sleeman Breweries Ltd.,7,20,27,15,0,10,25,2,48,2.658088,3.011029,2.823529,2.974265,136
Flagship Ale,Cream Ale,Grey Sail Brewing of Rhode Island,7,45,57,23,3,23,67,3,96,3.5,4.5,4,3.5,1
Stillwater Vanilla Cream Ale,Cream Ale,Thomas Creek Brewery,10,17,24,16,4,15,33,68,53,3.291667,3.541667,3.25,3.427083,48
Killer Whale Cream Ale,Cream Ale,Bold City Brewery,3,24,16,13,0,11,30,1,46,3.041667,3.375,3.166667,3.083333,12
Wild Night Honey Cream Ale,Cream Ale,Swamp Head Brewery & Tasting Room,9,21,57,19,3,17,33,9,76,3.3125,3.65625,3.53125,3.65625,16
Grazias,Cream Ale,Mike Hess Brewing,14,37,53,15,0,17,41,12,118,3.666667,3.583333,3.666667,3.666667,6
Henry Weinhard's Blue Boar Ale,Cream Ale,Blitz-Weinhard Brewing Co.,6,43,38,14,1,27,55,3,44,2.548387,2.814516,2.83871,3.072581,62
Fallen Apple,Cream Ale,Furthermore Beer,4,6,103,146,1,122,7,5,31,3.241379,3.37931,3.155172,3.25,58
Cosmic Cream Ale,Cream Ale,Cameron's Brewing Co.,10,28,58,29,2,27,37,14,74,3.013158,3.171053,3.144737,3.276316,38
Canyon Cream Ale,Cream Ale,Crow Peak Brewing,4,17,56,16,2,13,23,1,71,3.166667,3.666667,3.333333,3.666667,3
Cream Ale,Cream Ale,Empire Brewing Company,4,30,27,12,3,12,32,2,58,3.4,3.95,3.6,3.8,10
Kitsilano Maple Cream Ale,Cream Ale,Granville Island Brewery,3,24,141,10,0,7,26,5,137,3.472973,3.472973,3.472973,3.445946,37
Première (Red),Dubbel,Bières de Chimay S.A.,17,15,120,32,0,71,20,39,81,4.015825,4.075421,4.112458,4.083165,1485
Maudite,Dubbel,Unibroue,16,10,56,23,0,46,12,27,59,4.089306,4.105202,4.236705,4.137572,1730
Abbey Ale,Dubbel,Brewery Ommegang,25,13,90,26,0,73,15,28,73,4.094761,4.253558,4.160737,4.044631,1546
Westmalle Trappist Dubbel,Dubbel,Brouwerij Westmalle,39,23,113,49,0,89,33,31,92,4.076998,4.181774,4.146199,4.14425,1026
Trappistes Rochefort 6,Dubbel,Brasserie de Rochefort,17,25,114,36,0,83,32,24,82,4.074705,4.067497,4.121232,4.136959,763
Prior 8,Dubbel,Brouwerij St. Bernardus NV,14,27,96,30,1,75,15,17,84,4.094828,4.17069,4.197701,4.116092,870
Abbey,Dubbel,New Belgium Brewing,16,25,103,37,1,86,31,24,85,4.021094,4.057812,4.01875,3.989063,640
Trappist Westvleteren 8 (VIII)Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),Dubbel,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),23,37,115,25,0,77,48,22,75,4.42645,4.415842,4.553041,4.514144,707
Père Jacques,Dubbel,Goose Island Beer Co.,18,22,106,20,0,67,13,15,79,3.898392,3.787281,3.971491,3.891813,684
Dubbel Ale,Dubbel,Allagash Brewing Company,6,11,80,35,1,48,17,23,66,3.746862,3.937936,3.767782,3.82636,717
Pater 6,Dubbel,Brouwerij St. Bernardus NV,23,15,84,30,1,62,7,22,64,4.033273,4.163669,4.121403,4.168165,556
Corsendonk Pater / Abbey Brown Ale,Dubbel,Brouwerij Corsendonk,15,31,107,43,0,67,22,20,102,3.943431,4.116788,4.035584,3.985401,548
Grimbergen Dubbel,Dubbel,Brouwerij Alken-Maes,11,20,100,31,0,52,16,10,66,3.678251,3.964126,3.762332,3.751121,446
La Trappe Dubbel (Koningshoeven / Dominus),Dubbel,Bierbrouwerij De Koningshoeven B.V.,18,17,120,30,0,70,21,27,83,3.897222,3.934722,3.951389,3.898611,360
Trappist Achel 8° Bruin,Dubbel,Brouwerij der St. Benedictusabdij de Achelse,29,20,97,44,0,70,19,24,53,4.030641,4.240947,4.112813,4.10585,359
Lost & Found,Dubbel,The Lost Abbey,30,23,120,21,0,82,18,33,85,3.984155,3.885563,3.982394,3.917254,284
Abbey Dubbel,Dubbel,Flying Fish Brewing Company,13,20,95,14,0,49,13,18,65,4.5,4,4.5,4.5,1
Bornem Double,Dubbel,Brouwerij Van Steenberge N.V.,15,19,100,25,0,56,15,22,72,3.679319,3.996073,3.643979,3.658377,382
Affligem Dubbel,Dubbel,Brouwerij De Smedt / Brouwerij Affligem,12,17,60,29,0,38,14,17,39,3.796226,3.981132,3.745283,3.750943,265
Abbey Ale,Dubbel,Abita Brewing Co.,12,12,82,43,0,54,16,39,78,3.637566,3.891534,3.611111,3.619048,189
Resurrection,Dubbel,The Brewer's Art,26,25,81,27,2,35,38,27,66,3.779167,4.004167,3.975,3.970833,120
Brother David's Belgian-style Double Ale,Dubbel,Anderson Valley Brewing Company,43,33,145,50,1,90,42,40,104,3.658103,3.63834,3.579051,3.537549,253
Brune,Dubbel,Brasserie de l'Abbaye du Val-Dieu,28,26,109,38,0,47,20,16,80,3.905063,4.167722,4.03481,4.03481,158
St. Feuillien Brune,Dubbel,Brasserie St. Feuillien,32,22,124,41,2,73,21,18,85,3.834951,3.883495,3.786408,3.830097,103
Siamese Twin Ale,Dubbel,Uncommon Brewers,31,6,108,79,0,104,29,34,67,3.71875,3.79375,3.675,3.59375,80
Benediction,Dubbel,Russian River Brewing Company,10,27,79,23,0,36,32,27,58,3.96,3.88,4.18,4.28,25
Augustijn Donker Brune,Dubbel,Brouwerij Van Steenberge N.V.,27,24,149,45,0,87,31,42,109,3.631579,3.736842,3.789474,3.710526,19
St. Sebastiaan Dark,Dubbel,Brouwerij Sterkens N.V.,24,16,108,38,1,82,28,16,82,3.85,3.945455,3.895455,3.85,110
Brugse Zot Dubbel,Dubbel,Brouwerij Straffe Hendrik / Huisbrouwerij De Halve Maan,15,28,108,42,0,58,33,21,79,3.703704,4,3.759259,3.851852,27
Ovila Abbey Barrel Aged Dubbel,Dubbel,Sierra Nevada Brewing Co.,60,17,99,36,0,56,15,26,91,3.689415,3.910864,3.832869,3.816156,359
Solitude,Dubbel,Brewery Vivant,26,18,129,72,0,96,24,21,74,3.758065,3.854839,3.596774,3.612903,31
Big Bison Ale,Dubbel,Crown Valley Brewing & Distilling Co.,25,18,97,29,0,53,20,9,76,3.7,3.75,3.716667,3.833333,30
St. Vincent's Dubbel,Dubbel,Captain Lawrence Brewing Co.,32,13,95,66,0,67,25,30,97,3.8,4.027273,3.827273,3.827273,110
Brother Joseph's Belgian Dubbel,Dubbel,Straight To Ale,14,17,96,25,0,63,24,21,66,3.75,4.25,3.5,3.5,2
Dark Abby,Dubbel,Devils Backbone Brewing Company,31,16,103,35,0,76,19,28,58,4,3.75,4,3.75,2
St Martin Brune,Dubbel,Brasserie De Brunehaut,26,20,105,41,0,64,25,24,81,3.632353,3.742647,3.610294,3.595588,68
Dominus Vobiscum Double,Dubbel,Microbrasserie Charlevoix,39,27,119,34,0,62,30,37,73,3.947368,4.026316,3.921053,3.842105,57
Evil 8° Belgian-Style Dubbel Ale,Dubbel,Blue Mountain Brewery,24,23,136,37,1,70,20,49,68,3.782609,4,3.728261,3.76087,46
Sterkens Dubbel Ale,Dubbel,Brouwerij Sterkens N.V.,31,16,133,36,0,81,32,22,80,3.666667,3.608527,3.670543,3.689922,129
Natte,Dubbel,Brouwerij 't IJ,16,29,70,45,0,52,39,29,71,3.453125,3.65625,3.359375,3.34375,32
Green's Endeavour Dubbel Dark Ale,Dubbel,Green's Gluten Free Beers,13,13,120,55,0,76,27,16,64,2.935185,3.583333,2.509259,2.509259,54
Oro De Calabaza,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,12,9,55,143,0,101,20,35,15,4.110124,4.190053,4.142984,4.066607,563
Domaine DuPage French Style Country Ale,Farmhouse Ale - Bière de Garde,Two Brothers Brewing Company,7,29,53,17,0,18,47,12,69,3.672986,3.732227,3.792654,3.844787,422
Abbaye De Saint Bon-ChienBFM (Brasserie des Franches-Montagnes),Farmhouse Ale - Bière de Garde,BFM Brasserie Des Franches-Montagnes,27,6,60,113,0,74,5,6,19,4.341954,3.91092,4.344828,4.183908,174
Gift Of The Magi,Farmhouse Ale - Bière de Garde,The Lost Abbey,57,39,77,63,3,60,61,25,50,3.896078,3.888235,3.809804,3.721569,255
Avant Garde,Farmhouse Ale - Bière de Garde,The Lost Abbey,22,28,68,73,3,66,49,27,69,3.832759,3.9,3.817241,3.867241,290
Fuego Del Otono - Autumn Fire,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,4,7,45,131,0,68,11,25,27,4.115385,4.205128,4.102564,4.076923,156
Bière De Mars,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,12,9,75,172,0,90,15,8,31,4.164671,4.131737,4.140719,4.116766,167
Perdition,Farmhouse Ale - Bière de Garde,Russian River Brewing Company,16,20,56,62,0,54,43,20,58,3.903509,4.055556,4.064327,4.122807,171
Bière De Mars,Farmhouse Ale - Bière de Garde,Brewery Ommegang,16,27,77,156,2,102,64,33,49,3.931034,3.969349,3.823755,3.940613,261
Southampton Biere De Mars,Farmhouse Ale - Bière de Garde,Southampton Publick House,14,17,103,69,3,71,36,36,105,3.811728,3.950617,3.935185,4.003086,162
Jenlain Ambrée,Farmhouse Ale - Bière de Garde,Brasserie Duyck,18,29,121,37,0,47,34,15,100,3.6625,3.81,3.75,3.77,200
La Goudale,Farmhouse Ale - Bière de Garde,Les Brasseurs de Gayant,31,35,62,29,0,26,50,14,71,3.504348,3.817391,3.647826,3.713043,115
Castelain Blond Biere De Garde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,26,19,101,62,2,63,40,15,88,3.745536,3.959821,3.839286,4.026786,112
Le Mort Vivant,Farmhouse Ale - Bière de Garde,Southern Star Brewing Company,21,33,80,58,0,62,43,12,65,3.75,3.916667,3.75,4,6
Contemplation Ale,Farmhouse Ale - Bière de Garde,Brewery Vivant,15,27,121,56,0,58,73,34,100,4,3.75,4,4,2
Les Bière Des Sans Culottes,Farmhouse Ale - Bière de Garde,Brasserie La Choulette,24,29,80,61,2,62,68,18,83,3.967742,4.026882,4.037634,4.139785,93
Jenlain Blonde,Farmhouse Ale - Bière de Garde,Brasserie Duyck,21,43,104,72,0,88,56,13,68,3.22619,3.595238,3.184524,3.220238,84
Saint Landelin La Divine,Farmhouse Ale - Bière de Garde,Les Brasseurs de Gayant,19,14,83,41,0,44,32,17,71,3.712644,3.948276,3.752874,3.798851,87
Good Harbor Golden Ale,Farmhouse Ale - Bière de Garde,Leelanau Brewing Company,13,15,80,204,1,133,23,25,19,4.109091,4.009091,4.109091,4.163636,55
Southampton Biere De Garde,Farmhouse Ale - Bière de Garde,Southampton Publick House,26,20,125,103,0,94,51,25,97,3.876289,4.170103,3.902062,3.912371,97
Rendezvous,Farmhouse Ale - Bière de Garde,"Lakefront Brewery, Inc.",30,35,93,59,0,66,53,24,74,3.611111,3.819444,3.75,3.722222,36
St. Amand,Farmhouse Ale - Bière de Garde,Brasserie Castelain,18,36,96,61,1,54,53,10,80,3.726667,3.966667,3.793333,3.913333,75
La Choulette Ambrée,Farmhouse Ale - Bière de Garde,Brasserie La Choulette,37,27,120,58,2,65,34,24,100,3.976923,3.961538,4.038462,3.953846,65
Oxtoberfest,Farmhouse Ale - Bière de Garde,Oxbow Brewing Company,5,7,16,15,0,10,14,31,38,3.833333,4.166667,3.666667,3.833333,3
Ch'ti Blonde,Farmhouse Ale - Bière de Garde,Brasserie Castelain,21,36,70,57,3,54,51,9,60,3.409091,3.666667,3.515152,3.757576,33
La Choulette De Noël,Farmhouse Ale - Bière de Garde,Brasserie La Choulette,15,13,121,41,0,59,23,39,83,3.770492,3.877049,3.877049,3.827869,61
Jenlain Bière De Noël,Farmhouse Ale - Bière de Garde,Brasserie Duyck,12,22,86,42,0,54,34,31,64,3.628788,3.787879,3.537879,3.575758,66
French Country Christmas Ale (Biere De Garde),Farmhouse Ale - Bière de Garde,Southampton Publick House,22,19,92,59,0,67,35,40,82,4.036765,4.147059,4.088235,4.110294,68
L'Ambrée D'Esquelbecq / Thiriez Amber,Farmhouse Ale - Bière de Garde,Brasserie Thiriez,8,34,92,73,1,71,63,35,69,3.958333,3.916667,3.930556,3.888889,36
La Choulette Blonde,Farmhouse Ale - Bière de Garde,Brasserie La Choulette,29,16,99,94,0,76,33,27,49,3.669643,3.776786,3.5625,3.535714,56
Bière De Garde,Farmhouse Ale - Bière de Garde,Choc Beer Co. / Pete's Place,17,13,111,78,5,99,27,30,96,3.792683,3.804878,3.878049,3.902439,41
Jenlain Bière De Printemps,Farmhouse Ale - Bière de Garde,Brasserie Duyck,10,41,92,59,0,55,61,15,72,3.133333,3.588889,3.122222,3.333333,45
Sah'tea,Farmhouse Ale - Sahti,Dogfish Head Brewery,26,16,60,28,0,38,68,78,43,4.047521,3.759298,4.005165,3.875,484
Arctic Circle Ale,Farmhouse Ale - Sahti,Malmgårdin Panimo,30,38,122,37,0,55,58,29,144,4,3.9875,4.0125,3.95,40
Lammin Kataja Olut,Farmhouse Ale - Sahti,Lammin Sahti Oy,19,11,71,59,2,44,33,23,48,3.370192,2.9375,3.336538,3.168269,104
Lammin Sahtia,Farmhouse Ale - Sahti,Lammin Sahti Oy,20,13,62,113,3,72,41,19,31,3.640625,3.25,3.484375,2.96875,32
Finlandia Sahti,Farmhouse Ale - Sahti,Finlandia Sahti Ky,9,12,61,20,0,25,17,6,19,4.5,3,3.5,3.5,2
Summer Sahti,Farmhouse Ale - Sahti,Vintage Brewing Company,0,0,0,0,0,0,0,0,0,3.5,3,4.5,3.5,1
Malmgård Jouluolut,Farmhouse Ale - Sahti,Malmgårdin Panimo,0,0,0,0,0,0,0,0,0,3,3.5,2.5,3.5,1
Finlandia Strong Sahti,Farmhouse Ale - Sahti,Finlandia Sahti Ky,1,0,6,2,0,4,0,1,4,3.5,4,4,4,1
Puhti IV B,Farmhouse Ale - Sahti,Lammin Sahti Oy,0,0,0,0,0,0,0,0,0,3.5,3,4,4,1
Hennepin,Farmhouse Ale - Saison,Brewery Ommegang,23,28,39,59,1,76,43,48,37,4.076902,4.237138,4.218917,4.25,1866
Tank 7,Farmhouse Ale - Saison,Boulevard Brewing Co.,23,39,34,70,4,86,58,30,17,4.063855,4.157831,4.110843,4.120482,415
Sofie,Farmhouse Ale - Saison,Goose Island Beer Co.,18,20,31,102,0,90,32,39,29,4.095601,4.035533,4.148054,4.194585,591
Saison Dupont,Farmhouse Ale - Saison,Brasserie Dupont sprl,12,25,22,55,3,44,47,23,19,4.079483,4.2639,4.182067,4.230619,1277
Saison-Brett,Farmhouse Ale - Saison,Boulevard Brewing Co.,29,43,72,144,3,108,72,47,43,4.273731,4.377483,4.31457,4.310155,453
Sorachi Ace,Farmhouse Ale - Saison,Brooklyn Brewery,12,33,31,83,0,83,43,26,31,4.081989,4.146505,4.106183,4.16129,372
Arthur,Farmhouse Ale - Saison,Hill Farmstead Brewery,14,29,59,172,6,123,51,27,30,3.933333,4.188889,4.022222,4.133333,45
Fantôme Saison,Farmhouse Ale - Saison,Brasserie Fantôme,14,18,66,113,1,103,27,46,32,4.323401,4.18314,4.40407,4.362645,688
Pepe Nero Belgian Style Ale,Farmhouse Ale - Saison,Goose Island Beer Co.,16,21,75,52,0,67,14,41,51,3.706714,3.881625,3.772085,3.736749,283
Colette,Farmhouse Ale - Saison,Great Divide Brewing Company,15,15,32,62,0,51,29,44,32,3.78839,3.808989,3.790262,3.868914,267
Anna,Farmhouse Ale - Saison,Hill Farmstead Brewery,3,19,67,110,1,76,55,17,56,4.113208,4.311321,4.113208,4.169811,53
Saison Du BUFF,Farmhouse Ale - Saison,Dogfish Head Brewery,12,22,15,29,0,21,146,35,26,4.014644,4.031381,3.841004,3.748954,239
Seizoen Bretta,Farmhouse Ale - Saison,Logsdon Farmhouse Ales,9,11,55,130,0,97,30,36,8,4.045455,4.272727,4.318182,4.181818,11
Avec Les Bons Voeux,Farmhouse Ale - Saison,Brasserie Dupont sprl,46,25,56,70,0,76,46,62,65,4.162,4.294,4.229,4.19,500
Opal,Farmhouse Ale - Saison,Firestone Walker Brewing Co.,14,49,41,78,2,75,82,50,45,4.5625,4.375,4.375,4.125,8
Bam Bière,Farmhouse Ale - Saison,Jolly Pumpkin Artisan Ales,5,17,55,170,3,132,40,21,25,3.97719,4.138686,3.910584,3.99635,548
Interlude,Farmhouse Ale - Saison,Allagash Brewing Company,25,10,97,122,9,108,20,7,32,4.237569,4.074586,4.254144,4.14779,362
Le Merle,Farmhouse Ale - Saison,North Coast Brewing Co.,11,18,68,101,3,96,26,50,28,3.93099,4.020833,3.901042,3.953125,384
Surette Provision Saison,Farmhouse Ale - Saison,Crooked Stave Artisan Beer Project,14,10,42,174,0,93,24,8,20,3.75,4,3.875,3.875,4
Cellar Door,Farmhouse Ale - Saison,Stillwater Artisanal Ales,4,31,47,76,0,80,115,20,42,4.141975,4.098765,4.148148,4.104938,162
Rabbid Rabbit,Farmhouse Ale - Saison,Three Floyds Brewing Co. & Brewpub,12,27,66,79,6,92,68,71,64,3.858333,3.785,3.843333,3.838333,300
Helios (V Saison),Farmhouse Ale - Saison,Victory Brewing Company,19,29,31,69,1,54,36,41,28,3.891437,3.949541,3.813456,3.909786,327
Red Barn Ale,Farmhouse Ale - Saison,The Lost Abbey,12,20,39,81,1,74,33,57,24,3.986111,4.128086,3.998457,4.020062,324
Stateside Saison,Farmhouse Ale - Saison,Stillwater Artisanal Ales,6,39,65,85,3,86,75,36,54,3.966887,4.096026,3.993377,4.043046,151
Bam Noire,Farmhouse Ale - Saison,Jolly Pumpkin Artisan Ales,10,9,48,139,0,67,19,17,40,3.887868,4.060662,3.691176,3.775735,272
St. Feuillien Saison,Farmhouse Ale - Saison,Brasserie St. Feuillien,7,25,65,75,1,88,63,40,51,3.790179,3.982143,3.875,3.883929,112
Carnevale,Farmhouse Ale - Saison,The Lost Abbey,13,37,55,90,2,80,53,42,50,3.984848,3.963203,3.978355,4.0671,231
Love Buzz Saison,Farmhouse Ale - Saison,Anchorage Brewing Company,20,69,68,156,1,103,95,41,32,4.202899,4.195652,4.152174,4.181159,69
Foret,Farmhouse Ale - Saison,Brasserie Dupont sprl,12,25,102,81,4,84,40,41,52,3.980998,4.17696,4.019002,4.077197,421
