Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
The 50 Degrees North-4 Degrees East,Lambic - Traditional,Brasserie Cantillon,29,17,62,106,0,66,25,5,15,4.310606,4.068182,4.295455,savvy mate! even sober people will love it.,66
Rauch Ür Bock,Lager - Rauchbier,Caldera Brewing Company,8,15,74,17,2,19,12,99,64,4.309524,3.821429,4.154762,savvy mate! even sober people will love it.,42
Victory At Sea - Barrel-Aged,Porter - Imperial,Ballast Point Brewing Company,63,61,56,8,0,13,12,42,156,4.308824,4.485294,4.367647,savvy mate! even sober people will love it.,34
Chocolate Stout,Stout - American,Rogue Ales,8,81,109,6,0,9,53,11,143,4.306354,4.320166,4.257735,savvy mate! even sober people will love it.,1810
Hop JuJu,IPA - Imperial,Fat Heads Brewery & Saloon,18,67,25,48,0,66,96,5,13,4.305556,4.083333,4.222222,savvy mate! even sober people will love it.,18
Oude Geuze,Lambic - Gueuze,Brouwerij Drie Fonteinen,9,10,50,206,2,112,24,8,19,4.305208,4.223958,4.3375,savvy mate! even sober people will love it.,480
HefeWeizen,Wheat Beer - Hefeweizen,Live Oak Brewing Company,7,16,17,25,0,60,24,50,41,4.302795,4.21118,4.391304,savvy mate! even sober people will love it.,322
Ramstein Winter Wheat Eisbock,Bock - Eisbock,High Point Brewing Company,63,18,105,41,0,106,9,39,114,4.3,4.111111,4.477778,savvy mate! even sober people will love it.,45
Black Cherry Porter,Porter - Imperial,Short's Brewing Company,11,52,84,41,0,109,33,32,105,4.3,4.4,4.3,savvy mate! even sober people will love it.,5
Uncle Rusty,Red Ale - Imperial,Columbus Brewing Company,22,127,97,79,0,126,151,8,90,4.3,4.1,4.4,savvy mate! even sober people will love it.,10
Old Rasputin,Stout - Russian Imperial,North Coast Brewing Co.,18,68,49,9,0,17,23,11,102,4.29845,4.395349,4.352713,savvy mate! even sober people will love it.,129
IPA,IPA - American,AleSmith Brewing Company,2,76,54,65,1,90,114,2,54,4.298209,4.300843,4.334563,savvy mate! even sober people will love it.,949
Fourth Dementia (4D),Old Ale,Kuhnhenn Brewing Company,51,25,178,31,0,78,5,21,149,4.296657,4.118384,4.36351,savvy mate! even sober people will love it.,359
Hefeweissbier,Wheat Beer - Hefeweizen,Bayerische Staatsbrauerei Weihenstephan,7,11,15,26,0,55,23,39,46,4.296315,4.380363,4.425038,savvy mate! even sober people will love it.,1981
Saint Lamvinus,Lambic - Fruit,Brasserie Cantillon,13,5,101,143,3,121,13,4,16,4.296143,4.282369,4.46832,savvy mate! even sober people will love it.,363
Ivan The Terrible Imperial Stout - Barrel-Aged,Stout - Russian Imperial,Big Sky Brewing Company,88,55,71,16,0,38,43,33,153,4.29602,4.318408,4.373134,savvy mate! even sober people will love it.,201
Aphrodisiaque,Stout - American,Brasserie Dieu Du Ciel,20,62,63,7,2,13,32,49,108,4.293182,4.142045,4.222727,savvy mate! even sober people will love it.,440
Smoked Porter,Porter - Smoked,Captain Lawrence Brewing Co.,0,5,4,0,0,0,3,12,12,4.293103,4.224138,4.396552,savvy mate! even sober people will love it.,29
Citra Bitter Monk,IPA - Belgian,Anchorage Brewing Company,13,57,56,138,2,133,74,26,23,4.292035,4.309735,4.323009,savvy mate! even sober people will love it.,113
Cascade Noyaux,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,20,6,130,209,1,164,13,5,30,4.291667,4.041667,4.625,savvy mate! even sober people will love it.,12
Pannepot,Quadrupel (Quad),De Struise Brouwers,39,20,99,39,1,67,20,40,62,4.29084,4.254962,4.417557,savvy mate! even sober people will love it.,655
Victory At Sea - Coffee And Vanilla,Porter - Imperial,Ballast Point Brewing Company,23,72,73,5,1,7,25,45,128,4.29017,4.287335,4.354442,savvy mate! even sober people will love it.,529
Double Jack,IPA - Imperial,Firestone Walker Brewing Co.,21,53,76,77,0,118,78,3,61,4.290115,4.174785,4.247135,savvy mate! even sober people will love it.,698
James Black Ale,IPA - Black / Cascadian Dark Ale,Hill Farmstead Brewery,7,113,51,44,0,57,123,3,90,4.289474,4.078947,4.315789,savvy mate! even sober people will love it.,19
Rosso E Marrone,Sour - Flanders Oud Bruin,Captain Lawrence Brewing Co.,27,12,125,202,1,132,26,28,47,4.286822,3.790698,4.325581,savvy mate! even sober people will love it.,129
Portsmouth Killer B,Braggot,Portsmouth Brewery,21,22,127,29,0,46,23,18,82,4.285714,4.357143,4.5,savvy mate! even sober people will love it.,7
Sang Royal,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,12,4,67,112,0,90,6,13,15,4.285714,4.035714,4.45,savvy mate! even sober people will love it.,70
Girardin Gueuze 1882 (Black Label),Lambic - Gueuze,Brouwerij Girardin,4,13,45,169,0,98,22,10,11,4.28355,4.176407,4.366883,savvy mate! even sober people will love it.,462
Daisy Cutter Pale Ale,Pale Ale - American,Half Acre Beer Company,7,70,34,54,4,82,124,4,61,4.283195,4.123444,4.1639,savvy mate! even sober people will love it.,482
Myrcenary Double IPA,IPA - Imperial,Odell Brewing Company,30,56,37,42,0,71,97,1,25,4.279456,4.123867,4.321752,savvy mate! even sober people will love it.,331
Gratitude,Barleywine American,East End Brewing Company,31,66,124,43,1,60,77,10,108,4.278646,4.161458,4.369792,savvy mate! even sober people will love it.,192
Oude Geuze De Cam,Lambic - Gueuze,De Cam Geuzestekerij,9,11,62,229,1,115,38,10,19,4.276786,4.142857,4.401786,savvy mate! even sober people will love it.,56
Gueuze 100% Lambic,Lambic - Gueuze,Brasserie Cantillon,9,14,53,149,1,78,25,7,9,4.275904,4.126506,4.387952,savvy mate! even sober people will love it.,415
Double Vision Doppelbock,Bock - Doppelbock,Grand Teton Brewing Co.,26,37,95,32,0,46,26,24,132,4.275862,4.224138,4.37931,savvy mate! even sober people will love it.,29
Twilight Of The Idols,Porter - American,Hill Farmstead Brewery,20,88,54,12,0,14,38,83,111,4.27551,4.244898,4.397959,savvy mate! even sober people will love it.,49
Saison-Brett,Farmhouse Ale - Saison,Boulevard Brewing Co.,29,43,72,144,3,108,72,47,43,4.273731,4.377483,4.31457,savvy mate! even sober people will love it.,453
Valdez,Stout - American,Pisgah Brewing Co.,12,130,57,11,1,3,27,10,173,4.272222,4.2,4.236111,savvy mate! even sober people will love it.,180
Bedlam,IPA - Belgian,Ale Asylum,12,89,54,84,0,107,91,31,33,4.270492,4.098361,4.131148,savvy mate! even sober people will love it.,61
Schneider Weisse Tap 6 Unser Aventinus,Bock - Weizenbock,Weisses Bräuhaus G. Schneider & Sohn GmbH,48,17,95,38,1,91,17,45,107,4.269352,4.178515,4.388362,savvy mate! even sober people will love it.,1899
Sour Reserve,Lambic - Gueuze,Upland Brewing Company,5,6,74,284,8,141,15,15,38,4.269231,3.615385,4.269231,savvy mate! even sober people will love it.,13
Pentagram,Wild Ale,Surly Brewing Company,10,2,32,149,1,69,3,16,20,4.269231,3.846154,4.423077,savvy mate! even sober people will love it.,13
J.W. Lees Harvest Ale (Port Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,38,23,148,36,0,89,9,14,76,4.266272,3.914201,4.289941,savvy mate! even sober people will love it.,169
Brasserie Des Rocs Triple Impériale,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,29,32,101,37,1,63,36,33,65,4.265957,4.042553,4.281155,savvy mate! even sober people will love it.,329
La Folie,Sour - Flanders Oud Bruin,New Belgium Brewing,8,3,89,152,0,88,3,5,38,4.265646,4.065246,4.299601,savvy mate! even sober people will love it.,751
Ola Dubh Special Reserve 30,Old Ale,Harviestoun Brewery Ltd.,72,44,89,13,3,46,29,53,115,4.263415,4.141463,4.363415,savvy mate! even sober people will love it.,205
Abbaye Des Rocs [Brasserie Des Rocs Brune],Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,28,17,92,21,1,53,18,18,72,4.261324,4.085366,4.301394,savvy mate! even sober people will love it.,287
Yeti,Stout - American Imperial,Great Divide Brewing Company,30,137,83,16,0,10,105,10,146,4.25969,4.267442,4.399225,savvy mate! even sober people will love it.,129
West Coast IPA,IPA - Imperial,Green Flash Brewing Co.,14,97,44,65,0,76,139,9,45,4.256998,4.110031,4.197512,savvy mate! even sober people will love it.,1286
Coffee Oatmeal Stout,Stout - Oatmeal,Good People Brewing Company,4,129,43,11,0,10,50,4,151,4.25641,4.166667,4.294872,savvy mate! even sober people will love it.,39
Andechser Doppelbock Dunkel,Bock - Doppelbock,Klosterbrauerei Andechs,20,31,100,21,1,55,31,7,140,4.254355,4.275261,4.43554,savvy mate! even sober people will love it.,287
Alpha King,Pale Ale - American,Three Floyds Brewing Co. & Brewpub,6,45,37,41,1,46,78,6,55,4.253429,4.11855,4.32887,savvy mate! even sober people will love it.,1531
Dorado,IPA - Imperial,Ballast Point Brewing Company,18,67,57,72,2,92,89,3,47,4.251534,4.145706,4.245399,savvy mate! even sober people will love it.,326
Naughty Hildegard ESB,Bitter - English Extra Special / Strong Bitter (ESB),Driftwood Brewery,11,97,55,49,0,65,129,6,89,4.25,4.285714,4.142857,savvy mate! even sober people will love it.,14
Hummingbird,Braggot,Mountain Sun Pub & Brewery,7,4,21,2,0,4,6,6,16,4.25,4,4,savvy mate! even sober people will love it.,4
Helios Goya Dry,Happoshu,"Helios Distillery Co., Ltd.",3,13,8,6,0,6,14,5,7,4.25,4,4.25,savvy mate! even sober people will love it.,2
Anger,IPA - Black / Cascadian Dark Ale,Greenbush Brewing Company,11,79,29,27,0,25,86,3,61,4.25,4,4.4375,savvy mate! even sober people will love it.,8
Boon Lambiek,Lambic - Traditional,Brouwerij Boon,0,0,3,19,0,4,2,2,4,4.25,4.25,4.25,savvy mate! even sober people will love it.,4
Oude Lambik,Lambic - Traditional,Brouwerij Lindemans,0,1,6,17,0,14,0,4,0,4.25,4,4,savvy mate! even sober people will love it.,2
Mild At Heart,Mild Ale - English Dark,Wandering Star Brewing Company,8,23,31,7,0,6,15,12,77,4.25,4,4.083333,savvy mate! even sober people will love it.,6
Smoke Signal,Porter - Smoked,Swamp Head Brewery & Tasting Room,2,23,32,6,0,4,14,78,51,4.25,4.125,4.5,savvy mate! even sober people will love it.,4
Porter-Smoked,Porter - Smoked,COAST Brewing Company,9,35,48,3,0,7,17,101,102,4.25,4.4,4.225,savvy mate! even sober people will love it.,20
La Trappe Quadrupel - Oak-Aged,Quadrupel (Quad),Bierbrouwerij De Koningshoeven B.V.,74,25,103,35,0,68,18,33,89,4.25,3.986111,4.326389,savvy mate! even sober people will love it.,72
Roggenschnizzle,Rye Beer - Roggenbier,The Bier Brewery,0,0,0,0,0,0,0,2,9,4.25,4.25,4.5,savvy mate! even sober people will love it.,2
SoBro,Sour - Flanders Oud Bruin,Three Floyds Brewing Co. & Brewpub,4,4,8,25,0,15,3,2,5,4.25,3.5,4.25,savvy mate! even sober people will love it.,2
Ten FIDY - Bourbon Barrel Aged,Stout - American Imperial,Oskar Blues Grill & Brew,88,52,80,2,0,7,15,30,142,4.25,4.25,5,savvy mate! even sober people will love it.,2
Dancing Man,Wheat Beer - Hefeweizen,New Glarus Brewing Company,20,9,32,50,2,92,16,69,59,4.249315,4.236986,4.335616,savvy mate! even sober people will love it.,365
Maharaja,IPA - Imperial,Avery Brewing Company,17,59,49,60,1,56,83,5,57,4.249191,4.200324,4.215858,savvy mate! even sober people will love it.,1545
Trappistes Rochefort 8,Strong Ale - Belgian Dark,Brasserie de Rochefort,28,18,125,34,0,68,15,28,88,4.246316,4.237988,4.36419,savvy mate! even sober people will love it.,1561
Curmudgeon,Old Ale,Founders Brewing Company,40,50,68,21,0,34,30,15,97,4.245614,3.947368,4.307018,savvy mate! even sober people will love it.,57
Hop Stoopid,IPA - Imperial,Lagunitas Brewing Company,15,84,42,43,0,56,98,2,36,4.244156,4.071104,4.173377,savvy mate! even sober people will love it.,1540
Sanctification,Brett Beer,Russian River Brewing Company,5,10,36,133,6,80,16,9,20,4.242762,4.165924,4.319599,savvy mate! even sober people will love it.,449
Double Trouble,IPA - Imperial,Founders Brewing Company,35,64,42,46,0,55,91,4,46,4.241838,4.011168,4.219072,savvy mate! even sober people will love it.,1164
Beer Geek Brunch Weasel,Stout - American Imperial,Mikkeller ApS,23,93,92,15,1,28,19,19,174,4.24,4.351667,4.36,savvy mate! even sober people will love it.,600
Harvest Ale,IPA - American,Founders Brewing Company,9,75,32,44,0,60,117,3,31,4.239614,3.989614,4.180267,savvy mate! even sober people will love it.,674
Old Ruffian,Barleywine American,Great Divide Brewing Company,31,107,97,27,1,57,120,14,119,4.238552,4.318956,4.285942,savvy mate! even sober people will love it.,939
Aecht Schlenkerla Eiche,Lager - Rauchbier,Brauerei Heller-Trum / Schlenkerla,16,25,47,11,0,13,34,95,58,4.238532,3.841743,4.158257,savvy mate! even sober people will love it.,218
Interlude,Farmhouse Ale - Saison,Allagash Brewing Company,25,10,97,122,9,108,20,7,32,4.237569,4.074586,4.254144,savvy mate! even sober people will love it.,362
Gumballhead,Wheat Beer - American Pale,Three Floyds Brewing Co. & Brewpub,9,41,26,44,0,54,58,8,57,4.237439,3.941248,4.247974,savvy mate! even sober people will love it.,1234
Nelson Sauvignon (Nelson Sauvin Brut),Bière de Champagne / Bière Brut,Mikkeller ApS,10,39,86,119,2,111,47,8,22,4.236111,4.111111,4.180556,savvy mate! even sober people will love it.,36
Celebration Stout,Stout - Irish Dry,The Porterhouse Brewing Company,26,71,85,22,0,38,49,20,115,4.235294,4.029412,4.352941,savvy mate! even sober people will love it.,17
Haandbakk,Sour - Flanders Oud Bruin,HaandBryggeriet,13,4,43,133,0,67,4,7,14,4.234286,4.04,4.291429,savvy mate! even sober people will love it.,175
Zoe,Red Ale - American Amber / Red,Maine Beer Company,15,70,67,40,0,61,100,10,103,4.233962,4.279245,4.226415,savvy mate! even sober people will love it.,265
Holger Danske (with Kissmeyer),Smoked Beer,Hill Farmstead Brewery,15,48,61,7,0,1,33,111,108,4.233333,4.1,4.3,savvy mate! even sober people will love it.,15
Barriquée (Italy Version),Sour - Flanders Red Ale,Panil,19,11,74,148,2,88,19,19,39,4.232143,4.102679,4.245536,savvy mate! even sober people will love it.,112
La Fin Du Monde,Tripel,Unibroue,18,12,40,44,2,62,31,53,36,4.231977,4.193919,4.396093,savvy mate! even sober people will love it.,2483
Abbaye Des Rocs Grand Cru Belgian Special Brown,Strong Ale - Belgian Dark,Brasserie de l'Abbaye des Rocs s.a.,22,16,130,53,0,79,16,27,79,4.231481,4.082305,4.290123,savvy mate! even sober people will love it.,486
Mönchsambacher Lager,Lager - Kellerbier / Zwickelbier,Brauerei Zehendner GmbH,5,53,37,38,1,38,77,20,63,4.230769,4.288462,4.384615,savvy mate! even sober people will love it.,26
Southampton Grand Cru,Strong Ale - Belgian Pale,Southampton Publick House,61,22,115,82,0,103,46,79,45,4.230769,4.218531,4.344406,savvy mate! even sober people will love it.,286
The 17 Grande Réserve,Strong Ale - Belgian Dark,Unibroue,28,14,127,40,0,78,11,50,83,4.227273,4.272727,4.272727,savvy mate! even sober people will love it.,11
B.O.R.I.S. Oatmeal Imperial Stout - Barrel-Aged,Stout - Oatmeal,Hoppin' Frog Brewery,66,53,66,9,0,19,39,21,129,4.226582,4.073418,4.297468,savvy mate! even sober people will love it.,395
Hemel & Aarde,Smoked Beer,Brouwerij De Molen,33,44,57,4,3,13,24,62,99,4.225,4.275,4.2,savvy mate! even sober people will love it.,20
Wake-n-Bake Coffee Oatmeal Imperial Stout,Stout - Oatmeal,Terrapin Beer Company,23,114,78,10,0,10,47,21,209,4.224891,4.125546,4.270742,savvy mate! even sober people will love it.,916
Daymark,Rye Beer,Rising Tide Brewing Company,7,65,22,62,4,72,117,27,103,4.222222,4.125,4.027778,savvy mate! even sober people will love it.,36
Weisse Versa Wheat,Wheat Beer - Hefeweizen,Karbach Brewing Co.,19,18,23,48,1,76,21,25,33,4.222222,3.888889,4.5,savvy mate! even sober people will love it.,9
Ola Dubh Special Reserve 18,Old Ale,Harviestoun Brewery Ltd.,49,33,75,12,1,27,11,42,97,4.221429,4.035714,4.278571,savvy mate! even sober people will love it.,70
Achel Trappist Extra,Strong Ale - Belgian Dark,Brouwerij der St. Benedictusabdij de Achelse,38,22,122,33,0,80,18,34,81,4.219653,4.242775,4.367052,savvy mate! even sober people will love it.,173
Brewer's Reserve Bourbon Barrel Stout,Stout - American Imperial,Central Waters Brewing Company,78,26,50,5,0,8,12,20,112,4.219156,3.956169,4.159091,savvy mate! even sober people will love it.,308
Oak Aged Yeti Imperial Stout,Stout - American Imperial,Great Divide Brewing Company,30,43,72,10,0,17,19,18,105,4.21785,4.452916,4.284259,savvy mate! even sober people will love it.,1423
Drunk Monk Hefeweizen,Wheat Beer - Hefeweizen,Three Floyds Brewing Co. & Brewpub,17,12,51,35,0,90,21,52,59,4.217391,4.054348,4.26087,savvy mate! even sober people will love it.,46
Imperial Biscotti Break,Stout - American Imperial,Evil Twin Brewing,28,66,57,7,1,12,19,34,158,4.214286,3.928571,4.142857,savvy mate! even sober people will love it.,14
Tripel Van De Garre,Tripel,Brouwerij Van Steenberge N.V.,22,19,91,45,4,80,56,50,55,4.214286,4.392857,4.339286,savvy mate! even sober people will love it.,28
90 Minute IPA,IPA - Imperial,Dogfish Head Brewery,13,44,40,31,1,36,56,5,42,4.213526,4.192097,4.325988,savvy mate! even sober people will love it.,3290
Smoked Porter,Porter - Smoked,Alaskan Brewing Co.,5,37,51,7,2,10,13,81,80,4.211823,4.123768,4.249384,savvy mate! even sober people will love it.,812
Fred From The Wood,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,39,26,108,24,1,46,18,49,82,4.210784,4.117647,4.272059,savvy mate! even sober people will love it.,204
Hop Rod Rye,Rye Beer,Bear Republic Brewing Co.,19,66,47,28,0,27,107,40,132,4.20988,4.295609,4.342394,savvy mate! even sober people will love it.,1913
Apricot Ale,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,4,2,111,196,3,115,8,4,12,4.208633,4.107914,4.18705,savvy mate! even sober people will love it.,139
Rodenbach Grand Cru,Sour - Flanders Red Ale,Brouwerij Rodenbach N.V.,10,2,74,130,0,83,4,4,34,4.208385,4.094945,4.307028,savvy mate! even sober people will love it.,811
Cuvee Freddy,Sour - Flanders Oud Bruin,Picobrouwerij Alvinne / Den Bierzolder,6,9,45,95,1,62,10,5,25,4.208333,3.875,3.958333,savvy mate! even sober people will love it.,24
A Little Sumpin' Sumpin' Ale,IPA - American,Lagunitas Brewing Company,14,58,23,56,1,69,100,2,65,4.208235,3.995882,4.216471,savvy mate! even sober people will love it.,850
Behemoth,Barleywine American,Three Floyds Brewing Co. & Brewpub,52,90,125,72,0,101,105,24,105,4.207373,4.123272,4.264977,savvy mate! even sober people will love it.,434
Adam,Old Ale,Hair of the Dog Brewing Company / Brewery and Tasting Room,38,56,125,25,0,67,31,42,132,4.206027,4.175892,4.289668,savvy mate! even sober people will love it.,813
Grande Cuvée Porter Baltique,Porter - Baltic,Les Trois Mousquetaires,21,76,120,17,0,59,49,48,155,4.204225,4.211268,4.338028,savvy mate! even sober people will love it.,71
Traquair Jacobite,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,37,32,82,19,0,52,65,20,97,4.203463,3.933983,4.222944,savvy mate! even sober people will love it.,462
Alpha Klaus Christmas (Xmas) Porter,Porter - American,Three Floyds Brewing Co. & Brewpub,16,98,79,18,0,21,94,14,110,4.203101,4.243411,4.241085,savvy mate! even sober people will love it.,645
Love Buzz Saison,Farmhouse Ale - Saison,Anchorage Brewing Company,20,69,68,156,1,103,95,41,32,4.202899,4.195652,4.152174,savvy mate! even sober people will love it.,69
Oude Gueuze,Lambic - Gueuze,Hanssens Artisanaal bvba,15,8,77,197,3,117,17,9,23,4.202186,4.019126,4.255464,savvy mate! even sober people will love it.,366
La Roja Du Kriek,Sour - Flanders Red Ale,Jolly Pumpkin Artisan Ales,9,4,75,174,0,130,13,16,25,4.2,4,4,savvy mate! even sober people will love it.,5
Abraxas,Stout - American Imperial,Perennial Artisan Ales,46,46,73,4,2,8,16,158,126,4.2,4.1,4.3,savvy mate! even sober people will love it.,5
CEO Stout,Stout - American,Right Brain Brewery,5,75,44,6,0,3,7,7,128,4.2,4.1,3.9,savvy mate! even sober people will love it.,10
Coffee Bender,Brown Ale - American,Surly Brewing Company,9,139,66,16,0,10,64,15,207,4.199362,4.094099,4.181818,savvy mate! even sober people will love it.,627
Bourbon Barrel Quad Barrel-Aged Ale (BBQ),Quadrupel (Quad),Boulevard Brewing Co.,94,13,88,28,0,76,11,26,84,4.198847,4.087896,4.272334,savvy mate! even sober people will love it.,347
Lord Rear Admiral,Bitter - English Extra Special / Strong Bitter (ESB),Three Floyds Brewing Co. & Brewpub,13,77,118,63,1,105,110,11,117,4.198276,4.193966,4.198276,savvy mate! even sober people will love it.,116
Iris,Lambic - Traditional,Brasserie Cantillon,16,90,59,191,4,123,100,17,56,4.197832,4.039295,4.226287,savvy mate! even sober people will love it.,369
Doggie Claws,Barleywine American,Hair of the Dog Brewing Company / Brewery and Tasting Room,34,66,102,36,1,53,82,22,98,4.197168,3.980392,4.253813,savvy mate! even sober people will love it.,459
Grande Réserve (Blue),Strong Ale - Belgian Dark,Bières de Chimay S.A.,27,8,65,13,0,40,5,9,45,4.196615,4.209059,4.370582,savvy mate! even sober people will love it.,2009
Westmalle Trappist Tripel,Tripel,Brouwerij Westmalle,30,26,53,25,0,56,36,37,37,4.196031,4.306755,4.308844,savvy mate! even sober people will love it.,1436
Espresso Oak Aged Yeti Imperial Stout,Stout - American Imperial,Great Divide Brewing Company,20,78,51,5,0,6,39,14,141,4.195504,4.41485,4.23297,savvy mate! even sober people will love it.,734
La Roja - Grand Reserve,Sour - Flanders Red Ale,Jolly Pumpkin Artisan Ales,24,10,99,238,0,126,10,23,44,4.194915,3.957627,4.20339,savvy mate! even sober people will love it.,59
Soft Parade,Fruit and Field Beer,Short's Brewing Company,11,5,168,68,0,154,14,6,53,4.194444,3.888889,3.861111,savvy mate! even sober people will love it.,18
St. Amatus 12,Quadrupel (Quad),De Struise Brouwers,56,18,145,42,0,88,12,26,64,4.194444,4.111111,4.244444,savvy mate! even sober people will love it.,90
Arctic Panzer Wolf,IPA - Imperial,Three Floyds Brewing Co. & Brewpub,13,53,57,42,0,73,78,7,38,4.191579,3.971579,4.172632,savvy mate! even sober people will love it.,475
Wee Heavy,Scotch Ale / Wee Heavy,AleSmith Brewing Company,61,30,98,10,0,34,32,17,100,4.189944,4.104749,4.256983,savvy mate! even sober people will love it.,358
Stormwatcher's Winterfest,Barleywine - English,Pelican Pub & Brewery,46,29,122,26,2,74,30,16,130,4.188679,4.037736,4.283019,savvy mate! even sober people will love it.,53
ALTerior Motive,Altbier,COAST Brewing Company,11,56,61,46,0,40,77,14,110,4.1875,4.0625,4.25,savvy mate! even sober people will love it.,16
