Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Six (#6),Rye Beer,Upright Brewing Company,13,55,116,54,0,77,62,49,175,3.911765,4.009804,4.029412,If I'm drunk. This shit's gonna flow heavily! 6/8,51
Delirium Noël (Christmas),Strong Ale - Belgian Dark,Brouwerij Huyghe,28,13,74,36,0,55,10,44,44,3.911029,3.888971,3.960294,If I'm drunk. This shit's gonna flow heavily! 6/8,680
Black Douglas Ale,Scottish Ale,Broughton Ales Ltd,19,42,98,28,0,36,42,12,120,3.910526,4.1,3.984211,Not Bad old chap! A decent beer you brew 7/8,95
Fore Smoked Stout,Smoked Beer,Dark Horse Brewing Company,8,52,46,4,1,2,9,79,120,3.910256,3.975962,3.961538,If I'm drunk. This shit's gonna flow heavily! 6/8,312
Royal Weisse,Wheat Beer - Hefeweizen,Sly Fox Brewing Company,10,12,57,82,2,107,22,34,56,3.909938,3.906832,3.854037,Not Bad old chap! A decent beer you brew 7/8,161
Alberta Clipper,Porter - Imperial,Great Lakes Brewing Company,29,30,154,21,0,78,30,8,105,3.909091,4.136364,4.045455,Not Bad old chap! A decent beer you brew 7/8,11
Imperial Red Ale,Red Ale - Imperial,Marble Brewery,40,82,71,25,0,38,118,5,78,3.909091,4.227273,4,If I'm drunk. This shit's gonna flow heavily! 6/8,11
Maximus,IPA - Imperial,Lagunitas Brewing Company,29,62,82,57,0,99,88,2,47,3.908891,3.972271,3.916813,If I'm drunk. This shit's gonna flow heavily! 6/8,1136
Special Holiday Ale,Winter Warmer,Nøgne Ø - Det Kompromissløse Bryggeri A/S,27,25,95,29,1,64,47,61,132,3.908333,4.0625,4.004167,If I'm drunk. This shit's gonna flow heavily! 6/8,120
Extra Export Stout,Stout - Foreign / Export,Brouwerij De Dolle Brouwers,20,45,82,40,0,44,14,11,94,3.907459,4.106354,3.970994,If I'm drunk. This shit's gonna flow heavily! 6/8,362
Wee Heavy,Scotch Ale / Wee Heavy,Belhaven Brewery Company Ltd.,25,18,83,13,0,15,24,13,93,3.906872,4.081374,4.153707,Not Bad old chap! A decent beer you brew 7/8,553
Samuel Adams Cream StoutBoston Beer Company (Samuel Adams),Stout - Sweet / Milk,Boston Beer Company (Samuel Adams),5,58,55,9,1,5,21,4,86,3.90678,4.053672,3.955206,If I'm drunk. This shit's gonna flow heavily! 6/8,1239
Victoria Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,16,14,83,43,1,72,21,19,19,3.90678,3.970339,3.957627,If I'm drunk. This shit's gonna flow heavily! 6/8,118
Dortmunder Gold,Lager - European / Dortmunder Export,Great Lakes Brewing Company,6,52,84,32,9,36,71,6,158,3.865513,4.070312,4.157924,Not Bad old chap! A decent beer you brew 7/8,896
Oatmeal Milk Stout,Stout - Sweet / Milk,River Horse Brewing Co.,10,34,73,9,0,15,16,6,117,3.865385,3.961538,4.038462,If I'm drunk. This shit's gonna flow heavily! 6/8,26
Victor Ale,Strong Ale - Belgian Pale,Allagash Brewing Company,12,16,109,64,1,78,26,15,39,3.865079,3.924603,3.884921,If I'm drunk. This shit's gonna flow heavily! 6/8,126
Pumpkin Ale,Pumpkin Beer,Smuttynose Brewing Company,4,29,33,24,2,96,36,78,37,3.865068,3.863014,3.711644,If I'm drunk. This shit's gonna flow heavily! 6/8,730
Nut Brown Ale,Brown Ale - English,AleSmith Brewing Company,12,33,52,11,2,7,33,4,131,3.863636,3.993506,4.097403,Not Bad old chap! A decent beer you brew 7/8,77
Vienna Lager,Lager - Vienna,Devils Backbone Brewing Company,2,31,31,8,0,4,44,3,67,3.863636,4,4.090909,Not Bad old chap! A decent beer you brew 7/8,11
Square Tail Stout,Stout - Foreign / Export,Moat Mountain Smoke House & Brewing Co.,6,63,47,9,0,11,24,23,112,3.863636,4.090909,4.045455,Not Bad old chap! A decent beer you brew 7/8,22
The 471 Small Batch IPA,IPA - Imperial,Breckenridge Brewery,25,38,45,30,0,46,47,3,36,3.863376,3.938484,3.912732,If I'm drunk. This shit's gonna flow heavily! 6/8,699
Southampton Pumpkin Ale,Pumpkin Beer,Southampton Publick House,10,16,57,14,2,122,20,155,73,3.862403,3.757752,3.773256,If I'm drunk. This shit's gonna flow heavily! 6/8,258
Black Mocha Stout,Stout - American,Highland Brewing,5,66,59,2,0,2,18,5,139,3.862259,3.947658,3.969697,Not Bad old chap! A decent beer you brew 7/8,363
Mudpuppy,Porter - American,Central Waters Brewing Company,7,53,78,11,0,14,26,2,101,3.861878,4.008287,3.933702,If I'm drunk. This shit's gonna flow heavily! 6/8,181
Aecht Schlenkerla Helles Lagerbier,Lager - Helles,Brauerei Heller-Trum / Schlenkerla,7,30,18,13,4,12,50,89,59,3.860068,3.790102,4.03413,Not Bad old chap! A decent beer you brew 7/8,293
Manchester Star AleJ.W. Lees & Co (Brewers) Ltd,Strong Ale - English,J.W. Lees & Co (Brewers) Ltd,40,69,119,39,0,50,59,15,116,3.859551,3.932584,3.983146,If I'm drunk. This shit's gonna flow heavily! 6/8,89
Colossus,Strong Ale - American,DuClaw Brewing Company,106,23,151,61,1,90,16,56,69,3.858974,3.846154,4.038462,If I'm drunk. This shit's gonna flow heavily! 6/8,39
Rabbid Rabbit,Farmhouse Ale - Saison,Three Floyds Brewing Co. & Brewpub,12,27,66,79,6,92,68,71,64,3.858333,3.785,3.843333,If I'm drunk. This shit's gonna flow heavily! 6/8,300
New World Porter,Porter - American,Avery Brewing Company,5,102,40,29,0,25,97,8,74,3.857809,4.061772,3.924242,If I'm drunk. This shit's gonna flow heavily! 6/8,429
Hop Sun (Summer Wheat Beer),Wheat Beer - American Pale,Southern Tier Brewing Company,6,58,20,56,1,56,72,3,76,3.857294,3.691332,3.881607,Not Bad old chap! A decent beer you brew 7/8,473
Hacker-Pschorr Münchner Dunkel,Lager - Munich Dunkel,Hacker-Pschorr Bräu GmbH,4,42,83,19,2,20,42,8,119,3.857143,4.047619,3.928571,Not Bad old chap! A decent beer you brew 7/8,21
Vesterbro Spontanale,Lambic - Traditional,Mikkeller ApS,0,0,2,10,0,2,0,0,1,3.857143,3.928571,3.857143,If I'm drunk. This shit's gonna flow heavily! 6/8,14
Sound Czech,Pilsner - Bohemian / Czech,Terrapin Beer Company,6,49,9,24,13,28,76,25,58,3.857143,3.892857,4.107143,Not Bad old chap! A decent beer you brew 7/8,14
HUB Lager,Pilsner - Bohemian / Czech,Hopworks Urban Brewery,5,58,26,29,6,29,79,9,86,3.857143,3.97619,4.095238,Not Bad old chap! A decent beer you brew 7/8,21
Extra Stout,Stout - Foreign / Export,Jopen Bier BV Haarlem,14,82,66,23,1,18,43,7,113,3.857143,4,3.75,If I'm drunk. This shit's gonna flow heavily! 6/8,14
McChouffe,Strong Ale - Belgian Dark,Brasserie d'Achouffe,25,15,100,33,0,58,31,45,88,3.857143,4.021205,3.977679,If I'm drunk. This shit's gonna flow heavily! 6/8,448
Prohibition Ale,Red Ale - American Amber / Red,Speakeasy Ales & Lagers,3,55,66,38,0,44,79,7,74,3.856343,3.923507,3.895522,If I'm drunk. This shit's gonna flow heavily! 6/8,268
Bokbier,Bock - Traditional,Jopen Bier BV Haarlem,10,34,68,30,2,31,16,9,106,3.855556,3.666667,3.766667,If I'm drunk. This shit's gonna flow heavily! 6/8,45
Winter-Bock,Bock - Doppelbock,Einbecker Brauhaus AG,27,39,94,17,0,54,44,7,92,3.854167,4.041667,3.875,If I'm drunk. This shit's gonna flow heavily! 6/8,24
Hertog Jan Grand PrestigeArcense Stoombierbouwerij (Hertog Jan Brouwerij),Quadrupel (Quad),Arcense Stoombierbouwerij (Hertog Jan Brouwerij),49,15,97,31,0,68,15,24,53,3.854167,3.770833,3.9375,If I'm drunk. This shit's gonna flow heavily! 6/8,24
Aass Bock,Bock - Traditional,Aass Brewery,14,34,81,15,0,21,25,3,76,3.853659,3.987805,4.036585,If I'm drunk. This shit's gonna flow heavily! 6/8,41
CascaZilla,Red Ale - American Amber / Red,Ithaca Beer Company,11,89,59,31,0,43,111,4,84,3.853545,3.958955,3.916978,If I'm drunk. This shit's gonna flow heavily! 6/8,536
Raspberry Strong Ale,Strong Ale - American,Berkshire Brewing Company Inc.,27,13,147,55,0,97,14,4,55,3.853125,3.96875,3.775,If I'm drunk. This shit's gonna flow heavily! 6/8,160
Iron Works Alt,Altbier,Metropolitan Brewing,16,60,84,32,0,46,83,19,121,3.852941,3.970588,4,Not Bad old chap! A decent beer you brew 7/8,34
Braggot,Braggot,Kuhnhenn Brewing Company,86,22,263,38,1,86,37,43,180,3.852941,3.882353,3.882353,If I'm drunk. This shit's gonna flow heavily! 6/8,17
Georgia Brown,Brown Ale - English,SweetWater Brewing Company,3,57,80,9,0,12,53,2,138,3.445876,3.502577,3.528351,If I'm drunk. This shit's gonna flow heavily! 6/8,194
English Ale,Pale Ale - English,St. Peter's Brewery Co Ltd,14,64,46,47,3,46,98,3,78,3.445455,3.543182,3.615909,If I'm drunk. This shit's gonna flow heavily! 6/8,220
Weizenbock,Bock - Weizenbock,Olde Hickory Brewery,47,19,48,41,0,62,28,46,57,3.444444,3.333333,3.444444,If I'm drunk. This shit's gonna flow heavily! 6/8,9
Schell's Oktoberfest,Lager - Märzen / Oktoberfest,August Schell Brewing Company,12,32,62,11,0,9,58,13,105,3.444444,3.738562,3.591503,If I'm drunk. This shit's gonna flow heavily! 6/8,153
Fat Belly Amber,Mild Ale - English Dark,Montana Brewing Company,2,10,19,6,0,5,10,1,30,3.444444,3.5,3.833333,If I'm drunk. This shit's gonna flow heavily! 6/8,9
Stiegl Pils,Pilsner - German,Stieglbrauerei zu Salzburg GmbH,5,32,42,17,0,22,48,2,44,3.443878,3.632653,3.591837,If I'm drunk. This shit's gonna flow heavily! 6/8,98
Mother Pumpkin Ale,Pumpkin Beer,Blue Point Brewing Company,6,7,38,11,0,89,10,80,40,3.443548,3.717742,3.362903,"Alrighty. Sell it cheap, that could work. 5/8",62
Schild Brau Amber,Lager - Vienna,Millstream Brewing Company,13,37,72,19,4,12,48,5,117,3.442982,3.574561,3.570175,If I'm drunk. This shit's gonna flow heavily! 6/8,114
Amber Ale,Red Ale - American Amber / Red,The Duck-Rabbit Craft Brewery,9,42,65,15,0,21,56,4,111,3.442857,3.771429,3.361905,"Alrighty. Sell it cheap, that could work. 5/8",210
Creemore Springs UrBock,Bock - Traditional,Creemore Springs Brewery Limited,11,34,85,18,0,29,45,9,115,3.442308,3.647436,3.602564,If I'm drunk. This shit's gonna flow heavily! 6/8,78
Tilted Smile Imperial Pilsner,Pilsner - Imperial,Uinta Brewing Company,59,54,71,33,0,31,64,8,66,3.442029,3.782609,3.514493,If I'm drunk. This shit's gonna flow heavily! 6/8,69
Noche Buena,Bock - Traditional,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",8,21,57,7,0,11,26,7,70,3.441667,3.7,3.441667,If I'm drunk. This shit's gonna flow heavily! 6/8,60
Saranac Belgian Ale,Pale Ale - Belgian,Matt Brewing Company,14,28,53,30,0,37,37,37,45,3.441057,3.441057,3.343496,"Alrighty. Sell it cheap, that could work. 5/8",246
The Magician,Red Ale - Irish,Short's Brewing Company,16,31,127,51,0,57,56,1,152,3.440397,3.572848,3.298013,"Alrighty. Sell it cheap, that could work. 5/8",151
XO BeerBrasserie des Gabariers (L&L Cognac SA),Lager - European Strong,Brasserie Des Gabariers (L&L Cognac SA),53,18,75,19,0,43,19,12,43,3.439394,3.742424,3.015152,Well. Sometimes you just have a bad day. Next time... 4/8,33
Ripon Jewel Ale,Strong Ale - English,Daleside Brewery,13,60,63,41,0,29,77,14,85,3.439394,3.757576,3.742424,If I'm drunk. This shit's gonna flow heavily! 6/8,33
Ring Of Fire,Chile Beer,Dragonmead Microbrewery,9,15,16,4,0,5,10,50,11,3.4375,3.5625,3.75,"Alrighty. Sell it cheap, that could work. 5/8",8
Kolsch,Kölsch,Rock Bottom Restaurant & Brewery,2,29,16,18,0,18,39,0,45,3.4375,4,3.75,If I'm drunk. This shit's gonna flow heavily! 6/8,8
Muddy Creek Lager,Lager - American Amber / Red,The Defiant Brewing Company,7,43,36,11,0,12,51,4,71,3.4375,3.875,3.625,If I'm drunk. This shit's gonna flow heavily! 6/8,16
St. Louis Premium Faro,Lambic - Faro,Brouwerij Van Honsebrouck N.V.,1,1,34,30,1,10,1,0,11,3.4375,3.625,3.5,"Alrighty. Sell it cheap, that could work. 5/8",8
Berliner Kindl Weisse,Sour - Berliner Weisse,Berliner Kindl Brauerei,9,7,40,127,2,66,5,1,34,3.437126,3.535928,3.57485,If I'm drunk. This shit's gonna flow heavily! 6/8,167
Saranac Winter Lager,Lager - Vienna,Matt Brewing Company,3,30,62,1,0,2,41,14,102,3.434426,3.786885,3.45082,If I'm drunk. This shit's gonna flow heavily! 6/8,61
Obolon Oksamytove (Deep Velvet),Lager - European Dark,Obolon Brewery,8,22,97,26,0,46,25,3,89,3.434211,3.710526,3.434211,"Alrighty. Sell it cheap, that could work. 5/8",38
Blue Star Great American Wheat Beer,Wheat Beer - American Pale,North Coast Brewing Co.,7,39,40,73,0,83,53,18,102,3.431408,3.554152,3.516245,If I'm drunk. This shit's gonna flow heavily! 6/8,277
Moosbacher Kellerbier,Lager - Kellerbier / Zwickelbier,Private Landbrauerei Scheuerer,12,26,68,19,1,27,32,9,121,3.429245,3.495283,3.54717,If I'm drunk. This shit's gonna flow heavily! 6/8,106
Pinkus Weizen,Wheat Beer - Hefeweizen,Brauerei Pinkus Mueller,4,12,17,41,2,44,23,20,50,3.42891,3.604265,3.414692,If I'm drunk. This shit's gonna flow heavily! 6/8,211
Evil Power,Pilsner - Imperial,Three Floyds Brewing Co. & Brewpub,13,62,38,44,0,44,100,9,82,3.428571,3.803571,3.508929,"Alrighty. Sell it cheap, that could work. 5/8",56
Deesko!,Sour - Berliner Weisse,Three Floyds Brewing Co. & Brewpub,11,11,49,180,9,103,15,7,49,3.428571,3.571429,3.5,If I'm drunk. This shit's gonna flow heavily! 6/8,7
Gaffel Kölsch,Kölsch,Privatbrauerei Gaffel Becker & Co.,6,29,19,18,1,16,50,2,45,3.427817,3.691901,3.621479,If I'm drunk. This shit's gonna flow heavily! 6/8,284
Otter Creek Fresh Slice,IPA - Belgian,Otter Creek Brewing / Wolaver's,10,32,13,70,0,72,52,26,21,3.427083,3.614583,3.520833,If I'm drunk. This shit's gonna flow heavily! 6/8,48
Samuel Adams White AleBoston Beer Company (Samuel Adams),Wheat Beer - Witbier,Boston Beer Company (Samuel Adams),0,26,18,51,0,53,32,33,23,3.426724,3.625,3.494732,If I'm drunk. This shit's gonna flow heavily! 6/8,1044
Andygator,Bock - Maibock,Abita Brewing Co.,27,29,58,18,0,18,42,5,65,3.359155,3.598592,3.459507,"Alrighty. Sell it cheap, that could work. 5/8",284
Mountain Goat Steam Ale,California Common / Steam Beer,Mountain Goat Beer Pty Ltd,8,32,41,54,0,53,43,8,42,3.357143,3.452381,3.380952,If I'm drunk. This shit's gonna flow heavily! 6/8,21
Obolon Kwas Chlebowy,Kvass,Obolon Brewery,2,14,47,12,0,18,3,3,72,3.357143,3.071429,3.071429,"Alrighty. Sell it cheap, that could work. 5/8",7
Krushka & Bochka Kvass,Kvass,Pivovarinniy Zavod Samko,2,4,23,10,0,6,0,2,29,3.357143,3.071429,3.285714,"Alrighty. Sell it cheap, that could work. 5/8",7
Funk Blueberry Citrus Wheat,Wheat Beer - American Pale,DuClaw Brewing Company,10,21,118,78,3,130,41,3,77,3.357143,3.428571,3.714286,If I'm drunk. This shit's gonna flow heavily! 6/8,7
Lonely Blonde,Blonde Ale - American,Fulton Beer,19,32,45,35,4,41,50,4,92,3.3,3.4,3.4,If I'm drunk. This shit's gonna flow heavily! 6/8,15
Ename Blond,Blonde Ale - Belgian,Brouwerij Roman N.V.,6,9,13,16,0,11,12,2,7,3.3,3.7,3.1,"Alrighty. Sell it cheap, that could work. 5/8",5
DumDuminator,Bock - Weizenbock,Les Brasseurs Du Temps,10,3,31,8,0,15,3,8,21,3.3,3.4,3.5,"Alrighty. Sell it cheap, that could work. 5/8",5
Nicola Traditional,Kvass,Deka Brewery,3,8,55,10,0,18,1,4,62,3.3,3.35,3.3,"Alrighty. Sell it cheap, that could work. 5/8",10
Gold Leaf Lager,Lager - Helles,Devils Backbone Brewing Company,3,46,32,16,6,18,66,9,72,3.3,3.9,3.9,Not Bad old chap! A decent beer you brew 7/8,5
Hefe-Weissbier Alkoholfrei,Low Alcohol Beer,Paulaner Brauerei GmbH & Co. KG,11,6,8,17,0,25,7,2,28,3.3,3.7,2.7,"Alrighty. Sell it cheap, that could work. 5/8",5
Thoroughbred Gold,Mild Ale - English Pale,Daniel Thwaites Brewery PLC,5,15,12,9,0,9,16,2,18,3.3,3.6,3.4,If I'm drunk. This shit's gonna flow heavily! 6/8,5
Vanilla Porter,Porter - English,Mill Street Brew Pub,11,34,45,10,0,10,24,51,72,3.3,3.85,3.1,"Alrighty. Sell it cheap, that could work. 5/8",10
Oktoberfest,Wheat Beer - American Dark,Schmohz Brewing Company,0,5,12,14,0,2,3,0,32,3.3,3.2,3.3,"Alrighty. Sell it cheap, that could work. 5/8",5
The 312 Urban Wheat,Wheat Beer - American Pale,Goose Island Beer Co.,10,25,22,51,3,57,31,6,84,3.297674,3.490698,3.449612,If I'm drunk. This shit's gonna flow heavily! 6/8,645
Samuel Adams Brick RedBoston Beer Company (Samuel Adams),Red Ale - Irish,Boston Beer Company (Samuel Adams),9,31,44,12,0,13,49,4,62,3.295918,3.857143,3.704082,If I'm drunk. This shit's gonna flow heavily! 6/8,49
Saranac Black Lager,Lager - Schwarzbier,Matt Brewing Company,9,52,50,5,0,5,53,4,103,3.295455,3.606061,3.378788,If I'm drunk. This shit's gonna flow heavily! 6/8,66
Burning Skye Scottish Style Ale,Scottish Ale,Empyrean Brewing Company,26,26,68,17,2,19,21,34,105,3.295455,3.431818,3.462121,If I'm drunk. This shit's gonna flow heavily! 6/8,66
Hot Chocolate,Chile Beer,Valkyrie Brewing,16,29,59,2,0,2,10,88,95,3.294872,3.012821,3.025641,Well. Sometimes you just have a bad day. Next time... 4/8,39
Warsteiner Premium Dunkel,Lager - Munich Dunkel,Warsteiner Brauerei,2,48,49,10,0,8,38,10,100,3.293162,3.57265,3.441026,If I'm drunk. This shit's gonna flow heavily! 6/8,585
Red Oak Amber,Lager - American Amber / Red,Red Oak Brewery,5,20,25,4,0,1,21,1,42,3.293103,3.609195,3.505747,If I'm drunk. This shit's gonna flow heavily! 6/8,87
Stillwater Vanilla Cream Ale,Cream Ale,Thomas Creek Brewery,10,17,24,16,4,15,33,68,53,3.291667,3.541667,3.25,"Alrighty. Sell it cheap, that could work. 5/8",48
Session Pils,Pilsner - Bohemian / Czech,Notch Brewing,10,75,20,20,7,30,110,12,76,3.289474,3.710526,3.473684,If I'm drunk. This shit's gonna flow heavily! 6/8,19
Faithfull Ale,Strong Ale - Belgian Pale,Dogfish Head Brewery,26,33,94,74,2,103,43,19,47,3.289286,3.632143,3.278571,"Alrighty. Sell it cheap, that could work. 5/8",140
Hevelius Kaper,Lager - European Strong,Elbrewery Co. Ltd. Sp. z o.o.,49,29,68,31,2,28,36,9,73,3.289157,3.728916,3.355422,"Alrighty. Sell it cheap, that could work. 5/8",83
Krombacher Alkoholfrie,Low Alcohol Beer,Krombacher Brauerei,16,21,24,8,3,7,30,3,29,3.25,4,4,Not Bad old chap! A decent beer you brew 7/8,2
Snowdonia Ale (Cwrw Eryri),Mild Ale - English Pale,Purple Moose Brewery,2,4,0,2,0,2,4,0,1,3.25,3.25,3.75,If I'm drunk. This shit's gonna flow heavily! 6/8,2
Erik The Red,Red Ale - Irish,Dragonmead Microbrewery,11,43,73,42,0,44,68,13,70,3.25,3.725,3.55,If I'm drunk. This shit's gonna flow heavily! 6/8,20
Black,Stout - English,Lancaster Brewery Company Ltd,5,68,43,7,1,11,31,10,107,3.25,3.6,3.2,"Alrighty. Sell it cheap, that could work. 5/8",10
Foreign Style Stout,Stout - Foreign / Export,Upslope Brewing Company,18,65,79,25,0,28,17,9,117,3.25,3.5,2.75,Well. Sometimes you just have a bad day. Next time... 4/8,2
Benediktiner Weissbier Dunkel,Wheat Beer - Dunkelweizen,Klosterbrauerei Ettal / Ettaler Klosterbetriebe GmbH,6,8,25,12,0,26,11,15,57,3.25,3.75,3.5,If I'm drunk. This shit's gonna flow heavily! 6/8,2
Falkensteiner Weizen,Wheat Beer - Kristallweizen,Privatbrauerei Bischoff,7,4,8,10,0,15,4,4,13,3.25,3.8125,2.9375,"Alrighty. Sell it cheap, that could work. 5/8",8
T.E.A. (Traditional English Ale),Bitter - English,Hog's Back Brewery,10,53,58,43,2,41,81,7,81,3.24359,3.564103,3.307692,If I'm drunk. This shit's gonna flow heavily! 6/8,39
Indio,Lager - Vienna,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",4,8,40,8,4,6,8,1,58,3.242857,3.542857,3.371429,If I'm drunk. This shit's gonna flow heavily! 6/8,35
Grain Belt Nordeast,Lager - American Amber / Red,August Schell Brewing Company,5,22,26,7,0,6,29,2,64,3.242188,3.65625,3.53125,If I'm drunk. This shit's gonna flow heavily! 6/8,64
Export Ale,Blonde Ale - American,Shipyard Brewing Co.,13,34,45,39,7,35,61,4,85,3.241602,3.471576,3.350129,"Alrighty. Sell it cheap, that could work. 5/8",387
Fallen Apple,Cream Ale,Furthermore Beer,4,6,103,146,1,122,7,5,31,3.241379,3.37931,3.155172,"Alrighty. Sell it cheap, that could work. 5/8",58
Traditional Ale,Brown Ale - English,Big Rock Brewery,5,22,65,11,0,7,26,3,96,3.240964,3.46988,3.385542,If I'm drunk. This shit's gonna flow heavily! 6/8,83
Sagres Cerveja Preta (Dark),Lager - European Dark,Sociedade Central de Cervejas,5,51,80,12,1,17,26,6,112,3.24,3.68,3.14,"Alrighty. Sell it cheap, that could work. 5/8",25
Schofferhofer Hefeweizen Grapefruit Bier,Wheat Beer - Hefeweizen,Binding-Brauerei AG,8,6,60,101,1,122,9,5,28,3.24,3.3,3.16,"Alrighty. Sell it cheap, that could work. 5/8",25
Cabin Fever,Bock - Maibock,New Glarus Brewing Company,11,24,88,7,2,13,46,2,117,3.239669,3.719008,3.371901,If I'm drunk. This shit's gonna flow heavily! 6/8,121
Golden Pheasant,Pilsner - Bohemian / Czech,Pivovar Zlaty Bazant a.s.,6,54,18,8,4,3,82,16,85,3.238397,3.464135,3.398734,If I'm drunk. This shit's gonna flow heavily! 6/8,237
Angler's Ale,Pale Ale - English,Arcadia Brewing Company,10,70,41,66,1,66,123,9,88,3.237037,3.540741,3.22963,"Alrighty. Sell it cheap, that could work. 5/8",135
Monk's Stout Dupont,Stout - English,Brasserie Dupont sprl,9,54,62,39,0,35,24,29,98,3.236842,3.894737,2.789474,Well. Sometimes you just have a bad day. Next time... 4/8,19
Tooheys Old,Mild Ale - English Dark,Tooheys Brewing,10,54,50,9,0,4,36,9,100,3.234694,3.5,3.346939,If I'm drunk. This shit's gonna flow heavily! 6/8,49
Wexford Irish Cream Ale,Cream Ale,Greene King / Morland Brewery,9,21,64,28,4,31,50,10,107,3.234328,3.991045,3.259701,If I'm drunk. This shit's gonna flow heavily! 6/8,335
Heineken Dark Lager,Lager - European Dark,Heineken Nederland B.V.,6,25,39,7,0,8,17,1,83,3.233193,3.470588,3.306723,"Alrighty. Sell it cheap, that could work. 5/8",238
Greene King IPA,IPA - English,Greene King / Morland Brewery,5,52,20,12,0,11,63,19,37,3.232759,3.525862,3.241379,"Alrighty. Sell it cheap, that could work. 5/8",58
Wolters Pilsener,Pilsner - German,Hofbrauhaus Wolters GmbH,2,38,17,4,4,8,56,4,44,3.232143,3.607143,3.375,If I'm drunk. This shit's gonna flow heavily! 6/8,56
Mardi Gras Bock,Bock - Maibock,Abita Brewing Co.,9,40,64,10,0,14,57,14,131,3.230303,3.548485,3.372727,If I'm drunk. This shit's gonna flow heavily! 6/8,165
Sam Adams LightBoston Beer Company (Samuel Adams),Lager - Light,Boston Beer Company (Samuel Adams),5,20,31,2,3,5,42,5,66,3.229292,3.559424,3.390156,If I'm drunk. This shit's gonna flow heavily! 6/8,833
Single Chair Golden Ale,Blonde Ale - American,Magic Hat Brewing Company,10,22,34,45,3,34,50,7,64,3.229167,3.441667,3.404167,If I'm drunk. This shit's gonna flow heavily! 6/8,120
Guinness Draught,Stout - Irish Dry,Guinness Ltd.,5,30,13,3,0,6,18,1,36,3.228281,4.197059,3.353394,If I'm drunk. This shit's gonna flow heavily! 6/8,2210
Dark Ale,Mild Ale - English Dark,Coopers Brewery Limited,5,45,81,22,0,24,35,5,106,3.227273,3.278409,3.232955,"Alrighty. Sell it cheap, that could work. 5/8",88
Oliver's Dark Horse,Mild Ale - English Dark,Pratt Street Ale House,4,22,25,1,0,1,19,13,48,3.227273,3.818182,3.272727,If I'm drunk. This shit's gonna flow heavily! 6/8,11
Staropramen Lager,Pilsner - Bohemian / Czech,Pivovary Staropramen,11,54,34,20,4,18,74,8,69,3.226744,3.560078,3.389535,If I'm drunk. This shit's gonna flow heavily! 6/8,258
Jenlain Blonde,Farmhouse Ale - Bière de Garde,Brasserie Duyck,21,43,104,72,0,88,56,13,68,3.22619,3.595238,3.184524,"Alrighty. Sell it cheap, that could work. 5/8",84
Saranac Pomegranate Wheat,Wheat Beer - American Pale,Matt Brewing Company,7,11,74,49,0,87,11,5,85,3.225564,3.515038,3.432331,If I'm drunk. This shit's gonna flow heavily! 6/8,266
Vanilla Java Porter (VJP),Porter - American,Atwater Block Brewery,11,68,34,1,0,1,17,59,109,3.225333,3.54,2.946667,Well. Sometimes you just have a bad day. Next time... 4/8,375
Bourbon Barrel Aged Shaman's Porter,Porter - Baltic,Atwater Block Brewery,61,49,62,36,0,26,32,27,143,3.222222,3.888889,3.388889,"Alrighty. Sell it cheap, that could work. 5/8",9
Hen's Tooth,Strong Ale - English,Greene King / Morland Brewery,23,33,59,23,0,28,46,5,82,3.218605,3.809302,3.393023,"Alrighty. Sell it cheap, that could work. 5/8",215
Wasatch Polygamy Porter,Porter - American,Utah Brewers Cooperative,3,39,38,5,4,3,21,9,87,3.217949,3.487179,3.209402,"Alrighty. Sell it cheap, that could work. 5/8",117
Trader Jose's Dark Lager,Lager - American Amber / Red,Trader Joe's Brewing Company,11,39,65,16,0,17,30,4,100,3.215517,3.586207,3.318966,If I'm drunk. This shit's gonna flow heavily! 6/8,58
Jalapeño Pepper Ale,Chile Beer,Bent River Brewing Company,24,9,7,4,0,3,11,90,24,3.214286,3.357143,3.142857,Well. Sometimes you just have a bad day. Next time... 4/8,7
Nutty Black,Mild Ale - English Dark,Daniel Thwaites Brewery PLC,6,17,40,9,0,7,20,2,50,3.214286,3.714286,3.428571,If I'm drunk. This shit's gonna flow heavily! 6/8,7
Steam Whistle Pilsner,Pilsner - Bohemian / Czech,Steam Whistle Brewing,3,28,11,6,1,4,36,4,34,3.214286,3.365546,3.441176,If I'm drunk. This shit's gonna flow heavily! 6/8,119
Firestone Lager,Lager - Helles,Firestone Walker Brewing Co.,2,45,32,7,3,12,65,4,66,3.211538,3.307692,3.403846,If I'm drunk. This shit's gonna flow heavily! 6/8,26
WRed Wheat,Wheat Beer - American Dark,Wild Rose Brewery & Taproom,5,38,65,21,1,11,58,8,155,3.210526,3.421053,3.421053,If I'm drunk. This shit's gonna flow heavily! 6/8,19
Buffalo Bill's Pumpkin Ale,Pumpkin Beer,Buffalo Bill's Brewery,5,12,16,7,0,84,14,85,35,3.210227,3.000812,2.819805,Well. Sometimes you just have a bad day. Next time... 4/8,616
