Name,Style,Brewery,Alcohol,Bitter,Sweet,Sour,Salty,Fruits,Hoppy,Spices,Malty,review_aroma,review_appearance,review_taste,review_overall,number_of_reviews
Abraxas,Stout - American Imperial,Perennial Artisan Ales,46,46,73,4,2,8,16,158,126,4.2,4.1,4.3,savvy mate! even sober people will love it.,5
CEO Stout,Stout - American,Right Brain Brewery,5,75,44,6,0,3,7,7,128,4.2,4.1,3.9,savvy mate! even sober people will love it.,10
Coffee Bender,Brown Ale - American,Surly Brewing Company,9,139,66,16,0,10,64,15,207,4.199362,4.094099,4.181818,savvy mate! even sober people will love it.,627
Bourbon Barrel Quad Barrel-Aged Ale (BBQ),Quadrupel (Quad),Boulevard Brewing Co.,94,13,88,28,0,76,11,26,84,4.198847,4.087896,4.272334,savvy mate! even sober people will love it.,347
Lord Rear Admiral,Bitter - English Extra Special / Strong Bitter (ESB),Three Floyds Brewing Co. & Brewpub,13,77,118,63,1,105,110,11,117,4.198276,4.193966,4.198276,savvy mate! even sober people will love it.,116
Iris,Lambic - Traditional,Brasserie Cantillon,16,90,59,191,4,123,100,17,56,4.197832,4.039295,4.226287,savvy mate! even sober people will love it.,369
Doggie Claws,Barleywine American,Hair of the Dog Brewing Company / Brewery and Tasting Room,34,66,102,36,1,53,82,22,98,4.197168,3.980392,4.253813,savvy mate! even sober people will love it.,459
Grande Réserve (Blue),Strong Ale - Belgian Dark,Bières de Chimay S.A.,27,8,65,13,0,40,5,9,45,4.196615,4.209059,4.370582,savvy mate! even sober people will love it.,2009
Westmalle Trappist Tripel,Tripel,Brouwerij Westmalle,30,26,53,25,0,56,36,37,37,4.196031,4.306755,4.308844,savvy mate! even sober people will love it.,1436
Espresso Oak Aged Yeti Imperial Stout,Stout - American Imperial,Great Divide Brewing Company,20,78,51,5,0,6,39,14,141,4.195504,4.41485,4.23297,savvy mate! even sober people will love it.,734
La Roja - Grand Reserve,Sour - Flanders Red Ale,Jolly Pumpkin Artisan Ales,24,10,99,238,0,126,10,23,44,4.194915,3.957627,4.20339,savvy mate! even sober people will love it.,59
Soft Parade,Fruit and Field Beer,Short's Brewing Company,11,5,168,68,0,154,14,6,53,4.194444,3.888889,3.861111,savvy mate! even sober people will love it.,18
St. Amatus 12,Quadrupel (Quad),De Struise Brouwers,56,18,145,42,0,88,12,26,64,4.194444,4.111111,4.244444,savvy mate! even sober people will love it.,90
Arctic Panzer Wolf,IPA - Imperial,Three Floyds Brewing Co. & Brewpub,13,53,57,42,0,73,78,7,38,4.191579,3.971579,4.172632,savvy mate! even sober people will love it.,475
Wee Heavy,Scotch Ale / Wee Heavy,AleSmith Brewing Company,61,30,98,10,0,34,32,17,100,4.189944,4.104749,4.256983,savvy mate! even sober people will love it.,358
Stormwatcher's Winterfest,Barleywine - English,Pelican Pub & Brewery,46,29,122,26,2,74,30,16,130,4.188679,4.037736,4.283019,savvy mate! even sober people will love it.,53
ALTerior Motive,Altbier,COAST Brewing Company,11,56,61,46,0,40,77,14,110,4.1875,4.0625,4.25,savvy mate! even sober people will love it.,16
Bracia,Strong Ale - English,Thornbridge Brewery,29,68,91,25,0,36,35,19,159,4.1875,4.1875,4.4375,savvy mate! even sober people will love it.,8
Black OPS,Stout - Russian Imperial,Brooklyn Brewery,80,29,67,15,0,30,16,24,120,4.186528,4.378238,4.137306,savvy mate! even sober people will love it.,579
Orval Trappist Ale,Pale Ale - Belgian,Brasserie d'Orval S.A.,17,39,38,70,0,39,56,24,23,4.184471,4.364513,4.153205,savvy mate! even sober people will love it.,1919
Pumking - Rum Barrel Aged,Pumpkin Beer,Southern Tier Brewing Company,139,12,43,8,1,60,12,68,33,4.184211,3.736842,4.078947,savvy mate! even sober people will love it.,19
Everett (Barrel Aged),Porter - Imperial,Hill Farmstead Brewery,74,25,67,13,0,22,4,41,127,4.182927,4.353659,4.170732,savvy mate! even sober people will love it.,41
Tartare,Sour - Berliner Weisse,Bear Republic Brewing Co.,10,3,28,200,6,62,9,4,27,4.181818,3.954545,4.545455,savvy mate! even sober people will love it.,11
Juliet,Wild Ale,Goose Island Beer Co.,9,7,98,139,0,108,10,13,12,4.180203,4.053299,4.195431,savvy mate! even sober people will love it.,197
Smokestack,Porter - Smoked,East End Brewing Company,4,47,67,8,0,11,22,119,97,4.179688,3.96875,4.085938,savvy mate! even sober people will love it.,64
Insanity,Barleywine - English,Weyerbacher Brewing Co.,55,19,103,27,0,68,19,27,88,4.17916,4.03973,4.238381,"alrighty. Sell it cheap, that could work.",667
A Little Sumpin' Extra! Ale,IPA - Imperial,Lagunitas Brewing Company,21,53,48,51,0,67,69,3,40,4.177711,4.152108,4.141566,savvy mate! even sober people will love it.,332
Melange A Trois - Reserve Series Aged In French Oak Chardonnay Barrels,Strong Ale - Belgian Pale,Nebraska Brewing Company,22,19,73,95,2,103,31,37,38,4.177083,4.302083,4.177083,savvy mate! even sober people will love it.,48
Old Numbskull,Barleywine American,AleSmith Brewing Company,36,52,117,29,0,54,67,13,122,4.176471,4.082633,4.221289,savvy mate! even sober people will love it.,357
Boon Oude Geuze Mariage Parfait,Lambic - Gueuze,Brouwerij Boon,7,8,80,169,1,103,23,13,18,4.173423,4.092342,4.087838,savvy mate! even sober people will love it.,222
Flower Power India Pale Ale,IPA - American,Ithaca Beer Company,14,44,38,38,1,61,75,0,35,4.172476,4.040865,4.11899,savvy mate! even sober people will love it.,832
The Devil Made Me Do It!,Porter - Imperial,Tyranena Brewing Company,12,139,66,16,0,16,34,17,215,4.172414,4.029557,4.211823,savvy mate! even sober people will love it.,203
Rye-on-Rye,Rye Beer,Boulevard Brewing Co.,102,18,71,14,1,19,11,28,161,4.171756,4.167939,4.217557,savvy mate! even sober people will love it.,131
The Dissident,Sour - Flanders Oud Bruin,Deschutes Brewery,15,5,71,126,1,88,9,9,28,4.170487,4.083095,4.153295,savvy mate! even sober people will love it.,349
Fear And Trembling (Cabernet/Bourbon Blend),Porter - Baltic,Hill Farmstead Brewery,62,34,71,22,0,32,7,104,135,4.170455,4.136364,4.340909,savvy mate! even sober people will love it.,44
Nor' Easter Winter Warmer,Strong Ale - Belgian Dark,Captain Lawrence Brewing Co.,79,7,104,71,0,73,14,27,92,4.17,4.0825,4.195,savvy mate! even sober people will love it.,200
Traquair House Ale,Scotch Ale / Wee Heavy,Traquair House Brewery Lld,27,22,79,24,2,56,28,11,87,4.169159,4.037383,4.243925,savvy mate! even sober people will love it.,535
TREAT (Imperial Chocolate Pumpkin Porter),Porter - American,Midnight Sun Brewing Co.,22,61,78,4,1,71,29,102,153,4.168919,4.02027,4.189189,savvy mate! even sober people will love it.,222
Vigneronne,Lambic - Fruit,Brasserie Cantillon,7,10,103,143,3,145,22,3,26,4.168182,3.888636,4.277273,savvy mate! even sober people will love it.,220
Eisenbahn Lust Prestige,Bière de Champagne / Bière Brut,Cervejaria Sudbrack Ltda,4,1,4,1,0,5,1,0,3,4.166667,4.166667,4.333333,savvy mate! even sober people will love it.,3
Saxonator Dunkles Doppelbock,Bock - Doppelbock,Jack's Abby Brewing,31,33,121,27,0,72,27,21,144,4.166667,3.833333,4.5,savvy mate! even sober people will love it.,3
Steamy Windows,California Common / Steam Beer,Liberty Street Brewing Company,8,28,26,28,0,24,43,4,35,4.166667,4,4.333333,savvy mate! even sober people will love it.,3
Chili Beer,Chile Beer,Calapooia Brewing Company,12,5,0,1,1,1,5,27,8,4.166667,3.666667,4.333333,savvy mate! even sober people will love it.,3
Foster,IPA - Black / Cascadian Dark Ale,Hill Farmstead Brewery,5,106,34,29,0,31,123,6,112,4.166667,4.055556,4.361111,savvy mate! even sober people will love it.,18
Smoke & Dagger,Lager - Rauchbier,Jack's Abby Brewing,10,53,71,12,0,26,45,103,128,4.166667,4.222222,4.277778,savvy mate! even sober people will love it.,9
Battle Axe,Red Ale - Imperial,Austin Beerworks,0,21,9,10,0,12,29,0,22,4.166667,4,4.333333,savvy mate! even sober people will love it.,3
Winged Nut,Wheat Beer - Dunkelweizen,Urban Chestnut Brewing Company,6,25,42,15,0,32,34,18,142,4.166667,3.75,3.833333,"alrighty. Sell it cheap, that could work.",6
Hefeweizen,Wheat Beer - Hefeweizen,Flying Dog Brewery,14,9,26,59,2,83,22,44,52,4.166667,4.166667,4,savvy mate! even sober people will love it.,3
Red's Rye IPA,Rye Beer,Founders Brewing Company,7,36,30,16,0,15,52,27,85,4.166548,4.186477,4.257651,savvy mate! even sober people will love it.,1405
Bière De Mars,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,12,9,75,172,0,90,15,8,31,4.164671,4.131737,4.140719,savvy mate! even sober people will love it.,167
B.O.R.I.S. The Crusher,Stout - Russian Imperial,Hoppin' Frog Brewery,30,68,114,22,1,36,27,15,155,4.163669,4.151679,4.31295,savvy mate! even sober people will love it.,834
Tuverbol,Lambic - Traditional,Café-Brouwerij Loterbol,40,19,48,157,0,91,30,15,24,4.163043,3.923913,3.880435,"alrighty. Sell it cheap, that could work.",46
Bourbon Fred From The Wood,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,91,24,144,29,0,47,9,27,158,4.162791,3.395349,4.267442,"alrighty. Sell it cheap, that could work.",43
Cubano-Style Espresso Brown Ale,Brown Ale - English,Cigar City Brewing,6,76,71,8,0,2,21,19,186,4.162234,3.906915,4.071809,savvy mate! even sober people will love it.,188
Avec Les Bons Voeux,Farmhouse Ale - Saison,Brasserie Dupont sprl,46,25,56,70,0,76,46,62,65,4.162,4.294,4.229,savvy mate! even sober people will love it.,500
Trappist Westvleteren BlondBrouwerij Westvleteren,Blonde Ale - Belgian,Brouwerij Westvleteren (Sint-Sixtusabdij van Westvleteren),10,44,40,55,0,70,57,32,46,4.161111,4.218056,4.227778,savvy mate! even sober people will love it.,360
Pannepot Reserva,Quadrupel (Quad),De Struise Brouwers,35,21,108,30,0,84,7,16,73,4.160853,4.079457,4.350775,savvy mate! even sober people will love it.,258
Old Ruffian - Barrel-Aged,Barleywine American,Great Divide Brewing Company,94,43,134,34,0,57,53,32,132,4.160714,3.845238,4.136905,"alrighty. Sell it cheap, that could work.",84
Oud Beersel Oude Kriek Vieille,Lambic - Fruit,Brouwerij Oud Beersel,6,4,29,102,0,81,12,15,8,4.160643,4.293173,4.184739,savvy mate! even sober people will love it.,249
Kriek 100% Lambic,Lambic - Fruit,Brasserie Cantillon,5,2,42,98,0,98,16,17,10,4.160112,4.157303,4.253745,"alrighty. Sell it cheap, that could work.",534
Oude Kriek,Lambic - Fruit,Brouwerij Drie Fonteinen,11,4,66,135,1,113,15,9,14,4.15991,4.087838,4.216216,savvy mate! even sober people will love it.,222
The 4 Elf,Winter Warmer,Dark Horse Brewing Company,39,25,52,9,0,19,29,128,71,4.159722,3.958333,4.097222,savvy mate! even sober people will love it.,72
The Audacity Of Hops,IPA - Belgian,Cambridge Brewing Company,13,68,45,81,1,82,99,22,38,4.158537,4.085366,4.207317,savvy mate! even sober people will love it.,41
Palo Santo Marron,Brown Ale - American,Dogfish Head Brewery,29,34,65,9,1,24,14,27,88,4.158338,4.110777,4.220951,"alrighty. Sell it cheap, that could work.",1661
Blushing Monk,Fruit and Field Beer,Founders Brewing Company,29,8,129,61,0,109,19,10,17,4.157568,4.19727,4.172457,savvy mate! even sober people will love it.,403
Ola Dubh Special Reserve 12,Old Ale,Harviestoun Brewery Ltd.,65,41,51,7,0,13,16,33,85,4.157509,4.043956,4.212454,savvy mate! even sober people will love it.,273
Hercules Double IPA,IPA - Imperial,Great Divide Brewing Company,24,84,61,59,0,91,119,14,93,4.156386,4.187228,4.196662,savvy mate! even sober people will love it.,1378
The Angel's Share - Brandy Barrel-Aged,Strong Ale - American,The Lost Abbey,83,16,81,26,0,30,5,17,83,4.156331,3.368217,3.975452,"alrighty. Sell it cheap, that could work.",387
Rosé De Gambrinus,Lambic - Fruit,Brasserie Cantillon,3,6,118,117,0,104,17,3,14,4.155694,4.109431,4.170819,savvy mate! even sober people will love it.,562
Saranac White IPA,IPA - Belgian,Matt Brewing Company,9,72,21,89,0,86,72,28,44,4.153846,4,4.076923,savvy mate! even sober people will love it.,13
Duvel,Strong Ale - Belgian Pale,Brouwerij Duvel Moortgat NV,35,41,41,52,1,61,49,31,27,4.151224,4.512857,4.329592,savvy mate! even sober people will love it.,2450
Scarenbecca Kriek,Lambic - Fruit,Hanssens Artisanaal bvba,12,3,48,170,0,105,12,6,14,4.151163,3.767442,4.104651,"alrighty. Sell it cheap, that could work.",43
Plead The 5th Imperial Stout,Stout - Russian Imperial,Dark Horse Brewing Company,28,54,71,10,0,19,18,8,112,4.150888,4.119329,4.217949,savvy mate! even sober people will love it.,507
Up In Smoke Smoked Porter,Porter - Smoked,Fat Heads Brewery & Saloon,5,28,23,1,1,3,6,102,61,4.15,4.35,4.1,savvy mate! even sober people will love it.,10
Hot Blooded Foreign Stout,Stout - Foreign / Export,Cigar City Brewing,13,61,52,8,0,3,23,19,111,4.15,4.4,4,savvy mate! even sober people will love it.,10
Fuller's London Porter,Porter - English,Fuller Smith & Turner PLC,6,50,64,8,0,19,28,9,92,4.149673,4.09869,4.279701,savvy mate! even sober people will love it.,1069
Cascade Vlad The Imp Aler,Wild Ale,Cascade Brewing / Raccoon Lodge & Brewpub,61,11,78,173,1,83,14,31,60,4.149485,3.994845,4.21134,savvy mate! even sober people will love it.,97
Cascade Kriek Ale,Sour - Flanders Red Ale,Cascade Brewing / Raccoon Lodge & Brewpub,13,10,52,158,0,107,9,22,29,4.149457,3.945652,4.214674,savvy mate! even sober people will love it.,184
J.W. Lees Harvest Ale (Calvados Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,48,23,188,74,0,93,22,30,93,4.149171,3.80663,4.151934,"alrighty. Sell it cheap, that could work.",181
Gueuze Tilquin (Draught Version),Lambic - Gueuze,Gueuzerie Tilquin,16,9,29,136,1,62,13,5,4,4.148649,3.824324,4.108108,savvy mate! even sober people will love it.,37
Doppelsticke,Altbier,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,31,47,101,18,1,49,40,16,119,4.148098,4.033967,4.205163,savvy mate! even sober people will love it.,368
Boskeun,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,41,19,80,54,0,64,37,26,41,4.147679,4.094937,4.175105,savvy mate! even sober people will love it.,237
Tripel Karmeliet,Tripel,Brouwerij Bosteels,18,17,52,36,1,66,26,23,46,4.14689,4.216746,4.27799,savvy mate! even sober people will love it.,1045
Damien,IPA - Black / Cascadian Dark Ale,Surly Brewing Company,13,90,65,21,0,35,78,16,84,4.145833,3.916667,4.104167,savvy mate! even sober people will love it.,24
Portsmouth Winter Weizen,Wheat Beer - Dunkelweizen,Portsmouth Brewery,16,17,60,51,0,85,17,71,70,4.145833,4.041667,4.25,savvy mate! even sober people will love it.,24
Smoke,Porter - Baltic,Surly Brewing Company,22,44,79,9,1,35,24,126,105,4.145238,4.004762,4.309524,savvy mate! even sober people will love it.,210
Oude Gueuze Tilquin à L'Ancienne,Lambic - Gueuze,Gueuzerie Tilquin,18,17,74,198,0,114,23,7,20,4.145161,4.048387,4.215054,savvy mate! even sober people will love it.,93
Earl Coffee Oatmeal Stout,Stout - Oatmeal,Hill Farmstead Brewery,18,150,85,14,0,17,86,20,216,4.145161,4.258065,4.193548,savvy mate! even sober people will love it.,31
Smuttynose Baltic Porter,Porter - Baltic,Smuttynose Brewing Company,23,86,88,20,0,41,35,27,129,4.144872,4.255128,4.337179,savvy mate! even sober people will love it.,390
J.W. Lees Harvest Ale (Sherry Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,22,24,134,40,0,85,30,31,101,4.144828,3.868966,4.134483,"alrighty. Sell it cheap, that could work.",145
Porter,Porter - Robust,Founders Brewing Company,8,84,63,13,0,15,57,9,125,4.144444,4.158333,4.292778,savvy mate! even sober people will love it.,900
Blackout Stout,Stout - Russian Imperial,Great Lakes Brewing Company,20,63,54,12,0,12,36,4,89,4.143678,4.144201,4.288401,savvy mate! even sober people will love it.,957
Primus Weizenbock,Bock - Weizenbock,Live Oak Brewing Company,15,17,59,24,0,65,19,46,82,4.142857,4.011905,4.190476,"alrighty. Sell it cheap, that could work.",42
Two Weeks Notice,Gruit / Ancient Herbed Ale,Moonlight Brewing Company,3,7,1,8,2,10,35,5,9,4.142857,3.5,3.714286,"alrighty. Sell it cheap, that could work.",7
Aldebaran,IPA - Belgian,Kuhnhenn Brewing Company,77,89,145,77,0,111,132,58,100,4.142857,4.083333,4.142857,savvy mate! even sober people will love it.,42
Hibernation Ale - Barrel-Aged,Old Ale,Great Divide Brewing Company,83,35,126,21,0,42,25,40,102,4.142857,3.910714,4.053571,savvy mate! even sober people will love it.,28
March Of The Penguins,Stout - English,Williams Brothers Brewing Company,3,52,35,18,0,21,29,13,83,4.142857,3.785714,4.214286,savvy mate! even sober people will love it.,7
BART,Strong Ale - American,FiftyFifty Brewing Co.,62,38,96,22,0,24,19,27,129,4.142857,3.928571,4.428571,savvy mate! even sober people will love it.,7
Vitus,Bock - Weizenbock,Bayerische Staatsbrauerei Weihenstephan,23,11,52,48,0,72,15,47,50,4.142541,4.146233,4.260709,savvy mate! even sober people will love it.,677
Trois Pistoles,Strong Ale - Belgian Dark,Unibroue,25,29,88,35,1,87,20,33,74,4.142281,4.125,4.264113,savvy mate! even sober people will love it.,1736
Cellar Door,Farmhouse Ale - Saison,Stillwater Artisanal Ales,4,31,47,76,0,80,115,20,42,4.141975,4.098765,4.148148,savvy mate! even sober people will love it.,162
Damnation Batch 23 (Oak Aged),Tripel,Russian River Brewing Company,45,16,64,60,0,66,22,35,29,4.141753,4.219072,4.242268,savvy mate! even sober people will love it.,194
Black Albert,Stout - Russian Imperial,De Struise Brouwers,38,73,102,27,1,63,39,19,123,4.141575,4.376381,4.281768,savvy mate! even sober people will love it.,724
Ramstein Winter Wheat,Bock - Weizenbock,High Point Brewing Company,41,25,104,36,0,68,19,53,136,4.141393,3.985656,4.241803,savvy mate! even sober people will love it.,244
Ten FIDY,Stout - American Imperial,Oskar Blues Grill & Brew,27,62,88,10,1,15,29,9,137,4.141122,4.396761,4.320416,savvy mate! even sober people will love it.,1729
Tocobaga Red Ale,Red Ale - American Amber / Red,Cigar City Brewing,13,67,66,41,0,56,94,5,78,4.14,4.166667,4.24,savvy mate! even sober people will love it.,75
Underlig Jul,Herb and Spice Beer,Nøgne Ø - Det Kompromissløse Bryggeri A/S,24,44,60,21,0,32,81,178,92,4.139785,4.11828,3.924731,"alrighty. Sell it cheap, that could work.",93
Hefeweissbier Dunkel,Wheat Beer - Dunkelweizen,Bayerische Staatsbrauerei Weihenstephan,7,17,73,24,0,62,21,38,138,4.139723,4.211316,4.246536,savvy mate! even sober people will love it.,866
Liberator Doppelbock,Bock - Doppelbock,Thomas Hooker Brewing Company,40,53,98,23,0,45,40,9,114,4.139376,4.236842,4.29922,savvy mate! even sober people will love it.,513
Goudenband,Sour - Flanders Oud Bruin,Brouwerij Liefmans,16,10,100,129,0,96,9,2,52,4.138593,3.948827,4.267591,savvy mate! even sober people will love it.,469
Reality Czeck,Pilsner - Bohemian / Czech,Moonlight Brewing Company,7,52,27,21,2,25,81,12,65,4.137405,4.19084,4.412214,savvy mate! even sober people will love it.,131
J.W. Lees Harvest Ale (Lagavulin Whisky Cask)J.W. Lees & Co (Brewers) Ltd,Barleywine - English,J.W. Lees & Co (Brewers) Ltd,59,11,126,22,1,64,6,54,74,4.135922,3.808252,4.024272,"alrighty. Sell it cheap, that could work.",206
Flying Mouflan,Barleywine American,Tröegs Brewing Company,41,66,143,38,1,78,72,11,130,4.134783,4.133696,4.23587,savvy mate! even sober people will love it.,460
Green Flash Imperial India Pale Ale,IPA - Imperial,Green Flash Brewing Co.,23,92,60,57,4,70,128,3,61,4.133005,4.120074,4.036946,"alrighty. Sell it cheap, that could work.",812
Tripel,Tripel,Brouwerij St. Bernardus NV,30,18,80,72,8,94,24,55,59,4.132948,4.163295,4.301541,savvy mate! even sober people will love it.,1038
HopAnomaly - Reserve Series Aged In French Oak Chardonnay Barrels,IPA - Belgian,Nebraska Brewing Company,23,65,74,107,3,130,79,22,31,4.132075,4.132075,4.056604,"alrighty. Sell it cheap, that could work.",53
Marshal Zhukov's Imperial Stout,Stout - Russian Imperial,Cigar City Brewing,23,105,115,15,0,41,55,19,168,4.131329,4.325949,4.218354,savvy mate! even sober people will love it.,316
Perpetual IPA,IPA - Imperial,Tröegs Brewing Company,18,59,26,31,1,32,84,4,22,4.128788,4.153409,4.138258,savvy mate! even sober people will love it.,264
Moon Man No Coast Pale Ale,Pale Ale - American,New Glarus Brewing Company,8,36,31,33,3,41,47,2,39,4.128472,3.987847,4.039931,savvy mate! even sober people will love it.,288
Sinebrychoff Porter,Porter - Baltic,Oy Sinebrychoff Ab,8,55,80,18,0,24,20,19,100,4.128272,4.339442,4.226003,savvy mate! even sober people will love it.,573
Zonker Stout,Stout - Foreign / Export,Snake River Brewing Company & Brewpub,11,80,68,13,0,9,38,14,141,4.1275,4.2225,4.2075,savvy mate! even sober people will love it.,200
Evil Dead Red,Red Ale - American Amber / Red,AleSmith Brewing Company,11,59,65,52,0,58,90,2,101,4.127273,4.209091,4.245455,savvy mate! even sober people will love it.,55
Peeper,Pale Ale - American,Maine Beer Company,7,58,20,66,2,80,87,14,46,4.12724,4.184588,4.112903,savvy mate! even sober people will love it.,279
Oerbier,Strong Ale - Belgian Dark,Brouwerij De Dolle Brouwers,47,16,114,47,0,88,21,24,58,4.126884,4.134422,4.168342,savvy mate! even sober people will love it.,398
Stille Nacht,Strong Ale - Belgian Pale,Brouwerij De Dolle Brouwers,52,16,108,74,1,95,22,49,38,4.126398,3.970917,4.14877,"alrighty. Sell it cheap, that could work.",447
Tres Blueberry Stout,Stout - American,Dark Horse Brewing Company,5,47,138,11,0,90,25,11,92,4.125536,4.083691,4.026824,"alrighty. Sell it cheap, that could work.",466
Mexican Chocolate Stout,Herb and Spice Beer,Copper Kettle Brewing Company,25,24,66,8,0,7,10,152,77,4.125,3.875,4.375,savvy mate! even sober people will love it.,4
Gulden Draak 9000 Quadruple,Quadrupel (Quad),Brouwerij Van Steenberge N.V.,50,11,110,45,0,87,9,21,78,4.125,4.25,4,savvy mate! even sober people will love it.,4
Drafty Kilt Scotch Ale,Scotch Ale / Wee Heavy,Monday Night Brewing,27,32,55,10,0,24,33,28,90,4.125,4.25,4.125,savvy mate! even sober people will love it.,4
Export Stout London 1890,Stout - Foreign / Export,The Kernel Brewery,12,91,49,6,0,8,45,20,120,4.125,4.0625,4.1875,savvy mate! even sober people will love it.,8
Winter Shredder,Winter Warmer,Cisco Brewers Inc.,24,35,46,19,0,23,45,67,74,4.125,3.875,3.75,savvy mate! even sober people will love it.,4
Imperial Stout,Stout - Russian Imperial,Rogue Ales,37,127,82,16,1,24,102,25,164,4.123649,4.333733,4.153661,"alrighty. Sell it cheap, that could work.",833
Mirror Mirror,Barleywine - English,Deschutes Brewery,19,32,119,28,0,77,29,18,104,4.122807,4.117794,4.246867,savvy mate! even sober people will love it.,399
Ola Dubh Special Reserve 16,Old Ale,Harviestoun Brewery Ltd.,49,37,42,8,0,18,11,31,74,4.122768,4.071429,4.147321,savvy mate! even sober people will love it.,224
Dulle Teve (Mad Bitch),Tripel,Brouwerij De Dolle Brouwers,38,36,125,104,2,121,59,40,50,4.122762,4.181586,4.181586,savvy mate! even sober people will love it.,391
Cuvée Des Jacobins Rouge,Sour - Flanders Red Ale,Brouwerij Bockor N.V.,14,5,78,163,0,89,4,14,24,4.122222,4.074074,4.325926,savvy mate! even sober people will love it.,135
Ipswich Oatmeal Stout,Stout - Oatmeal,Ipswich Ale Brewery,5,77,75,2,0,8,48,7,160,4.121662,4.231454,4.212166,savvy mate! even sober people will love it.,337
Black Earth PorterGreat Dane Pub & Brewing Company (Downtown),Porter - Robust,Great Dane Pub & Brewing Company (Downtown),11,69,72,14,0,6,33,27,146,4.121212,4.257576,4.272727,savvy mate! even sober people will love it.,33
Gulden Draak,Strong Ale - Belgian Dark,Brouwerij Van Steenberge N.V.,28,14,102,41,0,62,16,22,75,4.121141,4.215622,4.260524,savvy mate! even sober people will love it.,1069
Unearthly (Imperial India Pale Ale),IPA - Imperial,Southern Tier Brewing Company,23,61,64,51,1,74,100,10,50,4.120424,4.11368,4.148844,savvy mate! even sober people will love it.,1038
Samuel Adams Hallertau Imperial PilsnerBoston Beer Company,Pilsner - Imperial,Boston Beer Company (Samuel Adams),18,120,45,42,1,48,139,9,56,4.120344,4.123209,4.10745,"alrighty. Sell it cheap, that could work.",698
Imperial StoutSamuel Smith Old Brewery (Tadcaster),Stout - Russian Imperial,Samuel Smith Old Brewery (Tadcaster),25,54,112,30,2,61,31,15,119,4.119688,4.299688,4.228438,savvy mate! even sober people will love it.,1600
Siberian Night Imperial Stout,Stout - Russian Imperial,Thirsty Dog Brewing Company,23,77,77,6,0,13,47,16,119,4.119595,4.180405,4.22973,savvy mate! even sober people will love it.,740
Sue,Smoked Beer,Yazoo Brewing Company,14,60,48,11,1,29,52,117,108,4.119403,4.085821,4.216418,savvy mate! even sober people will love it.,134
Persimmon Lambic,Lambic - Fruit,Upland Brewing Company,5,10,69,233,0,117,4,3,12,4.117647,3.921569,4.245098,savvy mate! even sober people will love it.,51
D.O.R.I.S. The Destroyer,Stout - Russian Imperial,Hoppin' Frog Brewery,39,58,80,16,0,32,23,20,113,4.117647,4.245798,4.191176,savvy mate! even sober people will love it.,238
Christmas Ale,Quadrupel (Quad),Brouwerij St. Bernardus NV,36,15,110,35,0,80,19,54,52,4.116408,4.225055,4.206208,savvy mate! even sober people will love it.,451
Luciérnaga - The Firefly,Pale Ale - Belgian,Jolly Pumpkin Artisan Ales,11,36,41,120,4,83,64,37,37,4.115506,4.219937,4.066456,savvy mate! even sober people will love it.,316
Tri-Pepper PilsenerGreat Dane Pub & Brewing Company (Downtown),Chile Beer,Great Dane Pub & Brewing Company (Downtown),12,19,3,2,5,2,18,118,31,4.115385,4.076923,4.153846,savvy mate! even sober people will love it.,13
Fuego Del Otono - Autumn Fire,Farmhouse Ale - Bière de Garde,Jolly Pumpkin Artisan Ales,4,7,45,131,0,68,11,25,27,4.115385,4.205128,4.102564,savvy mate! even sober people will love it.,156
Hop Nosh IPA,IPA - American,Uinta Brewing Company,5,68,42,38,0,64,92,5,45,4.114583,4.114583,4.166667,savvy mate! even sober people will love it.,48
G'Knight,Red Ale - Imperial,Oskar Blues Grill & Brew,18,44,78,48,0,60,80,2,65,4.114426,4.097061,4.119323,savvy mate! even sober people will love it.,1123
Old Stock Ale,Old Ale,North Coast Brewing Co.,34,37,96,27,1,51,38,19,87,4.114355,3.964315,4.165856,"alrighty. Sell it cheap, that could work.",1233
Fred,Strong Ale - American,Hair of the Dog Brewing Company / Brewery and Tasting Room,39,37,118,54,0,73,48,20,98,4.114245,4.168547,4.22708,"alrighty. Sell it cheap, that could work.",709
Mørke - Pumpernickel Porter,Porter - Baltic,Beer Here,13,68,87,11,0,16,44,52,211,4.113861,4.306931,4.19802,savvy mate! even sober people will love it.,101
Gouden Carolus Tripel,Tripel,Brouwerij Het Anker,22,20,68,45,0,75,42,32,26,4.113333,4.153333,4.16,savvy mate! even sober people will love it.,375
Anna,Farmhouse Ale - Saison,Hill Farmstead Brewery,3,19,67,110,1,76,55,17,56,4.113208,4.311321,4.113208,savvy mate! even sober people will love it.,53
DeuS (Brut Des Flandres),Bière de Champagne / Bière Brut,Brouwerij Bosteels,24,7,54,39,0,53,35,34,19,4.112457,4.311419,4.181661,savvy mate! even sober people will love it.,289
